,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1978900,897124,REDDING AIR SERVICE INC,,A,Y,N,6831 AIRWAY AVENUE,REDDING,CA,96002-9441,US,6831 AIRWAY AVENUE,REDDING,CA,96002-9441,US,(530) 221-2851,(530) 221-3728,INFO@REDDINGAIRSERVICE.COM,19-MAY-22,61135.0,2022.0,03-AUG-00,CA,9.0,6,61135,2022,1.0
1978901,897125,C & J ENTERPRISES,,A,N,N,10155 WPA ROAD,GENTRY,AR,72734,US,PO BOX 643,GENTRY,AR,72734,US,(479) 466-9548,,,29-MAY-20,27023.0,2019.0,03-AUG-00,AR,1.0,2,0,0,
1978902,897126,MARKEYS AUDIO VISUAL INC,MARKEYS RENTAL AND STAGING,A,N,N,2365 ENTERPRISE PARK PLACE,INDIANAPOLIS,IN,46218,US,2365 ENTERPRISE PARK PLACE,INDIANAPOLIS,IN,46218,US,(317) 716-8225,(317) 781-4110,JLEDELL@MARKEYS.COM,10-JUN-22,90000.0,2021.0,03-AUG-00,IN,21.0,52,90000,2021,1.0
1978903,897129,R&C TRANSPORTATION INC,RAFAEL AMARO,C,N,N,496 MINTER RD,MESQUITE,NM,88048,US,496 MINTER RD,MESQUITE,NM,88048,US,(575) 642-7236,(575) 523-4545,AMARO.1@NETZERO.NET,02-SEP-22,43805.0,2021.0,03-AUG-00,NM,2.0,2,43805,2021,1.0
1978904,897130,VERNON K GEHLBACH,GEHLBACH TRUCKING,C,N,N,4321 S STATE ROAD 66,ENGLISH,IN,47118,US,4321 S STATE ROAD 66,ENGLISH,IN,47118,US,(812) 735-4373,,,,0.0,,03-AUG-00,IN,1.0,1,0,0,
1978905,897133,MODERN AMERICAN RECYCLING SERVICE INC,,A,N,N,499 POWHATTEN  COURT,GIBSON,LA,70356,US,PO BOX 1160,AMELIA,LA,70340,US,(985) 631-6212,(985) 631-6215,ZOE@MARSRECYCLERS.COM,18-MAY-21,80.0,2020.0,03-AUG-00,LA,5.0,2,80,2020,1.0
1978906,897134,FRANCISCO VILLANUEVA,VILLANUEVA TRUCKING LLC,A,N,N,10 E COUNTY ROAD 600 S,LOGANSPORT,IN,46947,US,10 E COUNTY  ROAD 600 S,LOGANSPORT,IN,46947,US,(574) 721-2032,,FVM8@FFNI.COM,14-APR-21,491371.0,2020.0,03-AUG-00,IN,8.0,7,491371,2020,1.0
1978907,897136,DURA SEAL INC,,A,N,N,6670 S KY 11,BARBOURVILLE,KY,40906,US,6670 S KY 11,BARBOURVILLE,KY,40906,US,(606) 546-5939,(606) 546-6500,CARMENBRANSTUTTER@GMAIL.COM,03-AUG-21,812.0,2020.0,03-AUG-00,KY,5.0,2,812,2020,1.0
1978908,897138,ESTUARDO ARMANDO REYES,ESTUARDO A REYES TRUCKING,A,N,N,4006 EWING LANE,EL RENO,OK,73036,US,4006 EWING LANE,EL RENO,OK,73036,US,(405) 365-6666,,ARMREY@HOTMAIL.COM,12-AUG-22,18000.0,2016.0,03-AUG-00,OK,2.0,2,18000,2016,1.0
1978909,897141,VALLEY SPRINGS FARMERS COOP,,A,N,N,400 BROADWAY AVENUE,VALLEY NSPRINGS,SD,57068,US,PO BOX 100,VALLEY SPRINGS,SD,57068,US,(605) 757-6288,(605) 757-6289,ACCOUNTINGVALLEYCOOP@ALLIANCECOM.NET,03-OCT-22,700.0,2021.0,03-AUG-00,SD,3.0,6,700,2021,1.0
1978910,897145,SANTOS RUANO RODRIGUEZ,RODRIGUEZ TRUCKING,A,N,N,1076 1/2 CORONADO AV,LONG BEACH,CA,90804,US,1076 1/2 CORONADO AV,LONG BEACH,CA,90804,US,(562) 810-2525,,,25-JAN-22,22000.0,2021.0,03-AUG-00,CA,1.0,1,22000,2021,1.0
1978911,897151,L & R TRANSPORTES INC,FRONTERAS DEL NORTE,A,N,Y,2521 E FLORENCE AVE STE K-9,HUNTINGTON PARK,CA,90255,US,2521 E FLORENCE AVE STE K-9,HUNTINGTON PARK,CA,90255,US,(323) 587-5233,(323) 587-0473,JLOPEZ569@HOTMAIL.COM,30-JUL-21,1044734.0,2020.0,03-AUG-00,CA,10.0,18,1417220,2022,3.0
