,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1608000,3728250,ABSOLUTE SEPTIC LLC,,C,N,N,154 POPLAR DR,CLAYTON,NC,27520-9050,US,154 POPLAR DR,CLAYTON,NC,27520-9050,US,(919) 649-6044,,STARICHAC@GMAIL.COM,29-OCT-21,,,22-SEP-21,NC,1,1,0,0,
1608001,3728252,DELUXURY TRANSPORTATION SERVICES LLC,,A,N,N,5226 BENT BOUGH LN,HOUSTON,TX,77088,US,5226 BENT BOUGH LN,HOUSTON,TX,77088,US,(832) 665-0782,,DELUXURYTRUCKING@GMAIL.COM,02-AUG-22,60000.0,2021.0,22-SEP-21,TX,1,1,60000,2021,1.0
1608002,3728253,STELMACH AUTO CARE INC,STELMACH AUTO CARE CO,A,N,N,1 GROVE ST   ,CLIFTON,NJ,07013,US,1 GROVE ST   ,CLIFTON,NJ,07013-1448,US,(551) 655-5453,,STELMACHV@YAHOO.COM,22-SEP-21,,,22-SEP-21,NJ,1,2,0,0,
1608003,3728254,JG CARRIERS INC,,A,N,N,20755 TORRENCE AVE,LYNWOOD,IL,60411,US,20755 TORRENCE AVE,LYNWOOD,IL,60411,US,(708) 541-5551,(708) 856-0778,JGCARRIERS22@GMAIL.COM ,05-JAN-22,5000.0,2020.0,22-SEP-21,IL,1,2,5000,2020,1.0
1608004,3728255,LOCO TRANSPORTATION INC,,A,N,N,7766 SAWMILL RD   ,DUBLIN,OH,43016,US,7766 SAWMILL RD   ,DUBLIN,OH,43016-9298,US,(614) 556-5656,,ADAM.ALFAOUR@GMAIL.COM,22-SEP-21,,,22-SEP-21,OH,1,4,0,0,
1608005,3728256,YOUR HOME OUTDOOR,,A,N,N,12722 HIGHWAY 41,TUNNEL HILL,GA,30755-7811,US,12722 HIGHWAY 41,TUNNEL HILL,GA,30755-7811,US,(706) 934-9566,,NATHAN@YOURHOMEOUTDOOR.COM,06-OCT-21,19856.0,2020.0,22-SEP-21,GA,2,2,19856,2020,1.0
1608006,3728257,A&B FREIGHT TRUCKING LLC,,A,N,N,1226 PENN ST,LEESBURG,FL,34748,US,501 THREE ISLANDS BLVD APT 407,HALLANDLE BCH,FL,33009-2853,US,(786) 830-1429,,ABFREIGHTTRUCKING@OUTLOOK.COM,27-SEP-21,,,22-SEP-21,FL,1,1,0,0,
1608007,3728258,TOP FARMS USA INC,,C,N,N,170 EAST ISLAND ROAD,ONTARIO,OR,97914,US,170 EAST ISLAND ROAD,ONTARIO,OR,97914,US,(541) 889-6213,(541) 889-3386,OFFICE@TOPONIONSUSA.COM,27-DEC-21,78226.0,2020.0,22-SEP-21,OR,4,4,78226,2020,1.0
1608008,3728259,NEW GENERATION TRUCKING SERVICES LLC,,A,N,N,687 GREELEY AVE   ,FAIRVIEW,NJ,07022,US,687 GREELEY AVE   ,FAIRVIEW,NJ,07022-1023,US,(201) 636-2563,,RCALIXTO02@AOL.COM,22-SEP-21,,,22-SEP-21,NJ,1,1,0,0,
1608009,3728260,DIVINELY GUIDED LOGISTICS LLC,,C,N,N,724 PLINEY WAY  ,PITTSBURGH,PA,15210-3016,US,724 PLINEY WAY  ,PITTSBURGH,PA,15210-3016,US,(412) 398-7929,(412) 000-0000,MSHARPERSLOGISTICS@GMAIL.COM,22-SEP-21,,,22-SEP-21,PA,1,4,0,0,
