,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1665400,3791727,FAMILY TOUCH LOGISTICS 1 LLC,,A,N,N,18717 LITTLEFIELD ST,DETROIT,MI,48235,US,18717 LITTLEFIELD ST,DETROIT,MI,48235,US,(313) 399-8000,,FAMILYTOUCHSVS@GMAIL.COM,18-JAN-22,,,04-JAN-22,MI,1,2,0,0,
1665401,3791728,TWIN LAKE PROMISE LLC,,A,N,N,475 CABOT TRCE,LAWRENCEVILLE,GA,30045,US,475 CABOT TRCE,LAWRENCEVILLE,GA,30045-7849,US,(210) 782-7362,,TWINLAKEPROMISELLC@GMAIL.COM,01-MAR-22,,,04-JAN-22,GA,1,2,0,0,
1665402,3791729,JD DAVIS TRUCKING LLC,,A,N,N,125 FAIRFAX AVE   ,SAN MARCOS,TX,78666,US,125 FAIRFAX AVE   ,SAN MARCOS,TX,78666-4678,US,(318) 553-1949,,J.DDAVISTRUCKINGLLC@GMAIL.COM,04-JAN-22,,,04-JAN-22,TX,1,1,0,0,
1665403,3791731,YEARBY'S FAMILY TRANSPORTATION LLC,,A,N,N,1521 ELK RUN DR   ,FAYETTEVILLE,NC,28312,US,1521 ELK RUN DR   ,FAYETTEVILLE,NC,28312-9407,US,(910) 574-8987,,ARTHURYEARBY@GMAIL.COM,04-JAN-22,,,04-JAN-22,NC,1,1,0,0,
1665404,3791732,CLAYTON SWAN DOZER LLC,,C,N,N,2751 COUNTY ROAD 2625  ,PAWHUSKA,OK,74056-5149,US,PO BOX 935  ,PAWHUSKA,OK,74056-0935,US,(918) 633-0847,,CLAYTONSWAN98@GMAIL.COM,04-JAN-22,,,04-JAN-22,OK,1,1,0,0,
1665405,3791733,BRAVE SOLUTIONS INC,BRAVE MOVERS,A,N,N,98 MOUNTAIN GATE RD,ASHLAND,MA,01721,US,321 WALNUT STREET,NEWTON,MA,02460,US,(617) 599-5956,,OFFICE@BRAVEMOVERS.COM,11-JAN-22,,,04-JAN-22,MA,1,2,0,0,
1665406,3791735,LEVI'S TRUCKING COMPANY LLC,,A,N,N,3407 REED LN   ,DALLAS,TX,75215,US,3407 REED LN   ,DALLAS,TX,75215-4422,US,(469) 679-2933,,EDMUNLATASHA@YAHOO.COM,04-JAN-22,,,04-JAN-22,TX,1,1,0,0,
1665407,3791736,T D EURE MARINE CONSTRUCTION LLC,,C,N,N,575 US HIGHWAY 70 RADIO IS  ,BEAUFORT,NC,28516-8601,US,PO BOX 650  ,MOREHEAD CITY,NC,28557-0650,US,(252) 728-4191,(252) 728-4192,ANDREW@TDEURE.COM,04-JAN-22,,,04-JAN-22,NC,5,4,0,0,
1665408,3791737,STIX & BONES TRUCKING LLC,,A,N,N,201 PARK RD,PORTSMOUTH,VA,23707,US,201 PARK RD,PORTSMOUTH,VA,23707,US,,,VEGASHOTTROD99@YAHOO.COM,19-JAN-22,,,04-JAN-22,VA,2,2,0,0,
1665409,3791738,STACK ABOVE TRUCKING LLC,,A,N,N,1141A SOUTHBEND DR,STATESBORO,GA,30458,US,1141A SOUTHBEND DR,STATESBORO,GA,30458-2524,US,(912) 650-0936,,STACKABOVELLC@GMAIL.COM,04-JAN-22,,,04-JAN-22,GA,1,1,0,0,
1665410,3791739,RED SEA EXPRESS SERVICE LLC,,A,N,N,7317 HOLLY HILL DR APT 1128,DALLAS,TX,75231,US,7317 HOLLY HILL DR APT 1128,DALLAS,TX,75231,US,(206) 636-9810,,REDSEATRUCKLLC@GMAIL.COM,04-AUG-22,1.0,2021.0,04-JAN-22,TX,1,1,1,2021,1.0
1665411,3791742,GANHAR LLC,,C,N,N,908 MERIWETHER ST,GRIFFIN,GA,30224-4027,US,908 MERIWETHER ST,GRIFFIN,GA,30224-4027,US,(334) 413-0802,,GANHARLLC@GMAIL.COM,05-JAN-22,1.0,2020.0,04-JAN-22,GA,1,1,1,2020,1.0
1665412,3791743,RYAN J PETERS,PETERS CATTLE CO,A,N,N,1875 N CHISHOLM TRL,LEHIGH,KS,67073-7323,US,1875 N CHISHOLM TRL,LEHIGH,KS,67073-7323,US,(620) 877-7159,,LAZYJPBAR@GMAIL.COM,04-JAN-22,,,04-JAN-22,KS,1,3,0,0,
1665413,3791744,EASY WAY LLC,,A,N,N,29 PEYTON PL SW,ATLANTA,GA,30311,US,29 PEYTON PL SW,ATLANTA,GA,30311-1608,US,(470) 386-0443,,SHARDAIJETT@GMAIL.COM,17-JAN-22,,,04-JAN-22,GA,2,2,0,0,
1665414,3791745,AHMED AHMED,,A,N,N,2719 S STEELE ST,SIOUX CITY,IA,51106,US,2719 S STEELE ST,SIOUX CITY,IA,51106-3245,US,(402) 987-6013,,AHMEDAHMEDSD515@GMAIL.COM,11-JAN-22,,,04-JAN-22,IA,1,1,0,0,
1665415,3791746,DODDS WAY TRANSPORT LLC,,A,N,N,205 BRIARWOOD CIR   ,DENTON,MD,21629,US,205 BRIARWOOD CIR   ,DENTON,MD,21629-3063,US,(410) 725-7402,,DODDFRANKLIN@YAHOO.COM,04-JAN-22,,,04-JAN-22,DE,1,1,0,0,
1665416,3791747,MOVING FORWARD MOVERS & TRUCKING INC,,A,N,N,820 OCEAN PKWY APT 214,BROOKLYN,NY,11230,US,820 OCEAN PKWY APT 214,BROOKLYN,NY,11230-2121,US,(347) 436-6735,,MOVINGFORWARDTRUCK@GMAIL.COM,25-JAN-22,1.0,2021.0,04-JAN-22,NY,1,1,1,2021,1.0
1665417,3791748,SIGN SOLUTIONS LLC,,A,N,N,3067 N RIVER RD   ,OCONTO,WI,54153,US,3067 N RIVER RD   ,OCONTO,WI,54153-9435,US,(920) 445-4466,,JZCM@YAHOO.COM,04-JAN-22,,,04-JAN-22,WI,2,1,0,0,
1665418,3791749,OTGT LLC,,A,N,N,241 ZACK CIR   ,JACKSONVILLE,NC,28540,US,241 ZACK CIR   ,JACKSONVILLE,NC,28540-5641,US,(910) 265-4961,,OTGT2022@GMAIL.COM,04-JAN-22,,,04-JAN-22,NC,1,1,0,0,
1665419,3791750,BATTLE BUDDY HOTSHOT HAULERS LLC,,A,N,N,1024 WOODBRIDGE DR,BRANDON,MS,39047,US,1024 WOODBRIDGE DR,BRANDON,MS,39047-7071,US,(769) 572-2222,,BATTLEBUDDYHOTSHOTHAULERS@YAHOO.COM,17-JAN-22,,,04-JAN-22,MS,1,2,0,0,
1665420,3791751,ENERGY LIGHT INC,LIGHTMART,A,N,N,1881 ROSE RD  ,LAKE ZURICH,IL,60047-1552,US,1881 ROSE RD  ,LAKE ZURICH,IL,60047-1552,US,(800) 443-8254,,AP@ENERGYLIGHTINC.COM,04-JAN-22,,,04-JAN-22,IL,2,7,0,0,
1665421,3791752,NEW ENGLAND ECO WAS LLC,,A,N,N,473 HOMESTEAD AVE,HOLYOKE,MA,01040-1008,US,473 HOMESTEAD AVE,HOLYOKE,MA,01040-1008,US,(774) 326-9274,,ELIGREINER@NEEWBINS.COM,04-JAN-22,,,04-JAN-22,MA,1,1,0,0,
1665422,3791753,COLLABORATION LOGISTICS LLC,,A,N,N,3450 FORREST PARK RD SE APT 2202,ATLANTA,GA,30354,US,1202 METROPOLITAN PKWY SW STE B,ATLANTA,GA,30310-3530,US,(404) 925-2085,,COLLABORATIONLOGISTICSLLC@GMAIL.COM,05-JUL-22,1.0,2021.0,04-JAN-22,GA,1,1,1,2021,1.0
1665423,3791754,O & D TRANSPORTATION LLC,,A,N,N,15 RIO LN,LUGOFF,SC,29078,US,PO BOX 580,ELGIN,SC,29045,US,(803) 608-7169,,ODTRANSPORTATIONSC@GMAIL.COM,20-APR-22,561801.0,2021.0,04-JAN-22,SC,1,1,561801,2021,1.0
1665424,3791755,RDI TRUCKING LLC,,A,N,N,14817 CLOVERDALE RD,WOODBRIDGE,VA,22193-1711,US,14817 CLOVERDALE RD,WOODBRIDGE,VA,22193-1711,US,(703) 475-4525,,RDITRUCKINGLLC2019@GMAIL.COM,28-JUL-22,,,04-JAN-22,VA,2,2,0,0,
1665425,3791756,V&GA EXPRESS INC,,A,N,N,3040 NW 81ST TER,MIAMI,FL,33147,US,3040 NW 81ST TER,MIAMI,FL,33147-4712,US,(786) 256-4713,,VGAEXPRESS38@YAHOO.COM,02-FEB-22,1.0,2021.0,04-JAN-22,FL,1,1,1,2021,1.0
1665426,3791757,HYBRID TRANSPORT LLC,,A,N,N,11853 DICK MAYERS DR   ,EL PASO,TX,79936,US,11853 DICK MAYERS DR   ,EL PASO,TX,79936-5743,US,(915) 232-7257,,SANCHEZALEJANDRO1213@YAHOO.COM,04-JAN-22,,,04-JAN-22,TX,1,0,0,0,
1665427,3791758,ZOE BSBOSS EXPRESS LLC,,A,N,N,740 E MELROSE CIR   ,FT LAUDERDALE,FL,33312,US,740 E MELROSE CIR   ,FT LAUDERDALE,FL,33312-1954,US,(708) 990-8930,,SBEAUPLAN83@GMAIL.COM,04-JAN-22,,,04-JAN-22,FL,1,1,0,0,
1665428,3791759,THREEFOLD TRANSPORTATION LLC,,A,N,N,2717 OTTERBEIN AVE,DAYTON,OH,45406,US,2717 OTTERBEIN AVE,DAYTON,OH,45406-4045,US,(937) 608-5457,,THREEFOLDTRANS@YAHOO.COM,04-JAN-22,,,04-JAN-22,OH,1,1,0,0,
1665429,3791760,BRYAN DAVID EGAN,,A,N,N,213 S STEWART ST,AZLE,TX,76020,US,213 S STEWART ST,AZLE,TX,76020,US,(940) 255-4809,,BULLHAULER1993@YAHOO.COM,28-JAN-22,1.0,2021.0,04-JAN-22,TX,1,1,1,2021,1.0
1665430,3791761,RODGAR LOGISTIC INC,,A,N,N,225 2ND ST,ENGLEWOOD,NJ,07631,US,225 2ND ST,ENGLEWOOD,NJ,07631-3915,US,(347) 847-0189,,RODGARLOGISTIC21@GMAIL.COM,17-JAN-22,,,04-JAN-22,NJ,1,1,0,0,
