,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1878000,587863,EAGLE SERVICES CORP,,A,N,N,2702 BEECH STREET,VALPARAISO,IN,46383,US,2702 BEECH STREET,VALPARAISO,IN,46383,US,(219) 464-8888,(219) 464-8889,BHELTON@EAGLESERVICES.COM,02-FEB-22,1142248,2018.0,23-JAN-95,IN,56,90,1142248,2018,1.0
1878001,587868,GARDNER TREE SERVICE LLC,,A,N,N,2901 31ST ST,SIOUX CITY,IA,51105,US,2901 31ST STREET,SIOUX CITY,IA,51105,US,(712) 255-4750,,,14-SEP-20,15000,2019.0,23-JAN-95,IA,4,3,0,0,
1878002,587869,UDELL TRUCKING INC,,A,N,N,32138 HICKORY AVE,SIOUX CITY,IA,51108-8670,US,32138 HICKORY AVE,SIOUX CITY,IA,51108-8670,US,(712) 233-1111,(712) 233-2223,MADDY.FLOYDRIVERMATERIALS@GMAIL.COM,30-AUG-22,1277528,2021.0,23-JAN-95,IA,29,30,1277528,2021,1.0
1878003,587876,CHESTER LAMB,LAMB'S DOZER SERVICE,A,N,N,5526 US HWY 31,ATMORE,AL,36502,US,PO BOX 1292,ATMORE,AL,36504,US,(251) 368-1129,(251) 446-7966,,17-JUN-21,64643,2020.0,24-JAN-95,AL,3,3,64643,2020,1.0
1878004,587882,CANADIAN UNIVERSITY COLLEGE,BURMAN UNIVERSITY,A,N,Y,7204 UNIVERSITY DRIVE,LACOMBE,AB,T4L 1Y9,CA,6730 UNIVERSITY DRIVE,LACOMBE,AB,T4L 2E5,CA,(403) 782-3381,(186) 692-8950,RREIMCHE@BURMANU.CA.CA,25-APR-22,50000,2009.0,24-JAN-95,MT,3,5,50000,2009,1.0
1878005,587886,DONALD JAMES MEYER,MEYER TRUCKING,A,N,N,3917 9TH AVE WEST,WEST FARGO,ND,58078,US,3917 9TH AVE WEST,WEST FARGO,ND,58078,US,(701) 212-9928,,,16-JUN-22,310000,2021.0,24-JAN-95,ND,2,2,310000,2021,1.0
1878006,587888,TRB SUPPLY CO,,A,N,N,1223 COUNTY RD 50,COLLINSVILLE,AL,35961,US,1223 COUNTY RD 50,COLLINSVILLE,AL,35961,US,(256) 623-3799,(256) 623-2132,KBARTLETT@TRBSUPPLY.COM,02-JUN-22,150000,2019.0,24-JAN-95,AL,2,1,150000,2019,1.0
1878007,587893,HUBERT'S FARM LLC,,C,N,N,8718 PIKE 36,BOWLING GREEN,MO,63334,US,8718 PIKE 36,BOWLING GREEN,MO,63334,US,(573) 324-2535,,DHUBERT007@GMAIL.COM,10-MAR-21,6000,2020.0,24-JAN-95,MO,1,1,6000,2020,1.0
1878008,587895,RICHARD LEE LYNCH,RICHARD LYNCH TRANSPORT,C,N,N,14540 PINE AVENUE,FRAZIER PARK,CA,93225,US,14540 PINE AVENUE,FRAZIER PARK,CA,93225,US,(661) 245-0205,,,15-MAY-01,0,,24-JAN-95,CA,1,1,0,0,
1878009,587896,ATLANTIC MARINE CONST CO INC,DALLAS REEVES,A,N,N,372 COUNTY SHED ROAD,BEAUFORT,SC,29906,US,372 COUNTY SHED ROAD,BEAUFORT,SC,29906,US,(184) 350-5478,(843) 846-8115,ATLMARINEBFT@HARGRAY.COM,19-MAY-21,3500,2021.0,24-JAN-95,SC,2,1,3500,2021,1.0
1878010,587902,AMERICAN LUTHERAN CHURCH,,A,N,Y,#5 LEWIS AVENUE,BILLINGS,MT,59101-6032,US,#5 LEWIS AVENUE,BILLINGS,MT,59101-6032,US,(406) 252-4171,(406) 252-0514,BILLINGSBSATROOP10@GMAIL.COM,17-DEC-21,10000,2019.0,24-JAN-95,MT,2,3,10000,2019,1.0
1878011,587903,WALLS TRUCKING INC,,C,N,N,6910 LAKE DALE ROAD,CHESTER,VA,23831,US,6910 LAKE DALE ROAD,CHESTER,VA,23831,US,(804) 382-6748,,WTITRUCK007@GMAIL.COM,01-MAR-22,40000,2021.0,24-JAN-95,VA,2,1,40000,2021,1.0
1878012,58791,SHANNON BROS CO INC,,A,N,N,24478 ROAD 140,TULARE,CA,93274,US,24478 ROAD 140,TULARE,CA,93274,US,(559) 686-4701,(559) 686-9457,TREVOR@SHANNONBROS.COM,20-JAN-22,2533122,2021.0,01-JUN-74,CA,49,82,2533122,2021,1.0
1878013,587912,NEW ENGLAND BALING WIRE INC,,A,N,N,140 MANLEY STREET,BROCKTON,MA,02301,US,140 MANLEY STREET,BROCKTON,MA,02301,US,(508) 588-1800,(508) 588-2211,DAVID.NEWENGLANDBALINGWIRE@COMCAST.NET,18-FEB-21,193223,2020.0,24-JAN-95,MA,1,2,193223,2020,1.0
1878014,587919,MITLITSKY EGGS LLC,,A,N,N,74 CARD ST,LEBANON,CT,06249-0028,US,74 CARD ST,LEBANON,CT,06249-0028,US,(860) 423-3593,(860) 456-1593,,30-AUG-21,485852,2020.0,24-JAN-95,CT,15,14,485852,2020,1.0
1878015,587922,R BAXTER & SON TRUCKING INC,,A,N,N,23885 SOUTH MOUNTAIN TERRACE,BEAVERCREEK,OR,97004,US,PO BOX 9309,SALEM,OR,97305,US,(503) 807-5909,(503) 632-8770,,20-OCT-22,74395,2021.0,24-JAN-95,OR,1,1,74395,2021,1.0
1878016,587928,DEROCHER PRE-CAST INC,DEROCHER INC,A,N,N,25675 K 49,LEMARS,IA,51031,US,25675 K 49,LEMARS,IA,51031,US,(712) 546-8292,(712) 546-8238,PAT@DEROCHERCONSTRUCTION.COM,05-APR-22,78791,2012.0,24-JAN-95,IA,17,7,101195,2013,3.0
1878017,587937,CONNERSVILLE BAPTIST TEMPLE,,A,N,Y,1380 E SR 44,CONNERSVILLE,IN,47331,US,1380 E SR 44,CONNERSVILLE,IN,47331,US,(765) 825-5196,,GWEN@BAPTIST-TEMPLE.COM,13-JUL-21,3000,2016.0,24-JAN-95,IN,3,6,3000,2016,1.0
1878018,587941,A E G BUILDERS INC,,C,N,N,13007 HOLL WAY,LUSBY,MD,20657,US,13007 HOLL WAY,LUSBY,MD,20657,US,(301) 208-8710,(301) 208-8925,AEGINC@AOL.COM,18-AUG-22,1,2021.0,24-JAN-95,MD,1,1,1,2021,1.0
1878019,587944,ALL FREIGHT INC,,A,N,N,1345 5TH AVE N,FARGO,ND,58102-4237,US,25 LIND CIRCLE,HARWOOD,ND,58102,US,(701) 298-0825,,ALLFREIGHT1345@GMAIL.COM,11-APR-22,50000,2021.0,24-JAN-95,ND,2,3,50000,2021,1.0
1878020,587951,THE PALLET BUILDER INC,,C,N,N,112 INKS DR,WINCHESTER,IN,47934,US,112 INKS DR,WINCHESTER,IN,47934,US,(765) 584-1441,(765) 584-0811,GENEPALLETMAN@AOL.COM,04-JAN-21,155000,2020.0,24-JAN-95,IN,10,9,155000,2020,1.0
1878021,587957,MIKES PRODUCE,,A,N,N,186 INGRAM BRANCH RD,INGRAM,KY,40955,US,PO BOX 1687,INGRAM,KY,40906,US,(606) 337-5069,,AMJACKSON366@HOTMAIL.COM,03-AUG-21,52800,2020.0,24-JAN-95,KY,1,1,52800,2020,1.0
1878022,587969,MINARK PALLET COMPANY INC,,A,N,N,4901 HWY 365,LITTLE ROCK,AR,72206,US,PO BOX 166912,LITTLE ROCK,AR,72216,US,(501) 371-0162,(501) 375-0635,MINARK@MINARKPALLET.COM,28-SEP-22,30000,2021.0,24-JAN-95,AR,2,2,30000,2021,1.0
