,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1988800,925170,RHINE AUTO INC,,A,N,N,W5695 GARTON RD,PLYMOUTH,WI,53073,US,W5695 GARTON RD,PLYMOUTH,WI,53073,US,(920) 452-8466,(920) 876-3079,STEVE@RHINEAUTO.COM,17-AUG-21,110000.0,2019.0,28-DEC-00,WI,3,3,110000,2019,1.0
1988801,925171,GODBEY SANITARY SERVICE INC,,C,N,N,901 W SHERIDAN ST,GREENSBURG,IN,47240,US,901 W SHERIDAN ST,GREENSBURG,IN,47240,US,(812) 663-2557,,,,0.0,,28-DEC-00,IN,2,2,0,0,
1988802,925180,RONALD G KRUEGER,RON'S TREE FARM INC,C,N,N,W3596 WREN LANE,PLYMOUTH,WI,53073,US,W3596 WREN LANE,PLYMOUTH,WI,53073,US,(920) 467-3381,,MMKRGJK@EXCEL.NET,26-MAR-14,20000.0,2013.0,28-DEC-00,WI,4,2,0,0,
1988803,925181,DON E PARKER,,C,N,N,2032 W 4200 S,REXBURG,ID,83440,US,PO BOX 51,MONTEVIEW,ID,83440,US,(208) 356-5091,,,,0.0,,28-DEC-00,ID,1,1,0,0,
1988804,925182,BODEKER FIXTURE,,A,N,N,3330 MIKE COLLINS DRIVE,EAGAN,MN,55121,US,3330 MIKE COLLINS DRIVE,EAGAN,MN,55121,US,(651) 452-0377,,EMILIA@RLBODEKER.COM,16-MAR-22,10000.0,2020.0,28-DEC-00,MN,1,1,10000,2020,1.0
1988805,925183,PAUL H FIELD,PAUL H FIELD ELECTRIC,C,N,N,127 N 3500 E,RIGBY,ID,83442,US,127 N 3500 E,RIGBY,ID,83442,US,(208) 754-4317,,,,0.0,,28-DEC-00,ID,1,2,0,0,
1988806,925184,RUSSELL J VESSEY,SOUTHFORK LUMBER CO,C,N,N,RR 1 BOX 7K,KOOSKIA,ID,83539,US,RR 1 BOX 7K,KOOSKIA,ID,83539,US,(208) 926-7492,(208) 962-5619,,,0.0,,28-DEC-00,ID,2,1,0,0,
1988807,925185,P M F INC,,C,N,N,233 WOODRIDGE DR,TWIN FALLS,ID,83301,US,PO BOX 1412,TWIN FALLS,ID,83301,US,(208) 736-6333,(208) 736-0115,LARRY@PMFINC.NET,10-MAY-22,20000.0,2021.0,28-DEC-00,ID,5,4,20000,2021,1.0
1988808,925190,JAMES M MCDONALD JR,MCDONALD FARMS,C,N,N,215 S PARK,GRANGEVILLE,ID,83530,US,215 S PARK,GRANGEVILLE,ID,83530,US,(208) 983-2954,,,,0.0,,28-DEC-00,ID,1,2,0,0,
1988809,925192,BRIGHT ENTERPRISES INC,,C,N,N,3380 HWY 52,EMMETT,ID,83617,US,8715 W BEN CT,BOISE,ID,83714,US,(208) 921-6693,,SALLYSBRIGHT@GMAIL.COM,13-JAN-21,10000.0,2020.0,28-DEC-00,ID,3,2,10000,2020,1.0
1988810,925198,M A KASPER CONSTRUCTION INC,,C,N,N,825A MOHR AVE,WATERFORD,WI,53185,US,825A MOHR AVE,WATERFORD,WI,53185,US,(262) 534-9757,(262) 534-9747,,24-MAY-04,40000.0,2003.0,28-DEC-00,WI,5,5,0,0,
1988811,925203,ROBERT C COLLINS,,A,N,N,129 MOBILIZATION DRIVE,WAYNESBORO,GA,30830,US,129 MOBILIZATION DRIVE,WAYNESBORO,GA,30830,US,(706) 554-9818,(706) 554-1864,CBWOFFICE@BELLSOUTH.NET,14-MAR-22,45000.0,2021.0,28-DEC-00,GA,3,3,45000,2021,1.0
1988812,925208,JEFFREY L FLESHMAN,FLESHMAN CONSTRUCTION CO,C,N,N,13763 WINTER HAWK DR,TRINIDAD,CO,81082-2869,US,13763 WINTER HAWK DR,TRINIDAD,CO,81082-2869,US,(719) 589-5152,,JEFF.FLESHMAN@AOL.COM,14-AUG-20,6000.0,2020.0,28-DEC-00,CO,1,2,6000,2020,1.0
1988813,925211,ARTS SEWER & WATER SERVICE,,C,N,N,2785 W 65TH AVE,DENVER,CO,80221,US,2785 W 65TH AVE,DENVER,CO,80221,US,(303) 426-4359,(303) 426-4359,,12-JUL-12,50000.0,2011.0,28-DEC-00,CO,1,1,0,0,
1988814,925213,MIRANDA EQUIPMENT & CONTRACTING INC,,A,N,N,971 FERRIS HILL ROAD,GRAND GORGE,NY,12434,US,PO BOX 360,GRAND GEORGE,NY,12434,US,(516) 805-8594,(718) 349-2948,MIRANDAEQUIPMENT@YAHOO.COM,26-MAR-21,98983.0,2020.0,28-DEC-00,NY,2,2,98983,2020,1.0
1988815,925214,M & J LEASING INC,M&J LEASING,C,N,N,115 WEBSTER AVE,JERSEY CITY,NJ,07307,US,PO BOX 7116,JERSEY CITY,NJ,07307,US,(201) 386-1460,(201) 798-5337,MNJLEASING@GMAIL.COM,28-DEC-17,27131.0,2016.0,28-DEC-00,NJ,1,1,0,0,
1988816,925215,STAR TOWING LTD,,A,N,N,38 OBRIEN ST,KEARNY,NJ,07032,US,38 OBRIEN ST,KEARNY,NJ,07032,US,(551) 580-7635,,STARTOWINGLTD@YAHOO.COM,18-MAR-21,54000.0,2018.0,28-DEC-00,NJ,3,3,54000,2018,1.0
1988817,925218,MCCLOUD TRUCKING INC,,A,N,N,220 JESSIE WALLACE ROAD,JAYESS,MS,39641,US,220 JESSIE WALLACE ROAD,JAYESS,MS,39641,US,(601) 835-3217,(601) 835-3218,,01-SEP-22,349252.0,2022.0,28-DEC-00,MS,5,5,349252,2022,1.0
1988818,925220,RAUL NISTAL,NISTAL TRUCKING,C,N,N,917 GREEN STREET,WEST PALM BEACH,FL,33405,US,917 GREEN STREET,WEST PALM BEACH,FL,33405,US,(561) 588-9623,,,,0.0,,28-DEC-00,FL,1,1,0,0,
1988819,925226,CARLETON TRANSPORT SERVICE INC,,A,N,N,13556 SOUTH 220TH STREET,GRETNA,NE,68028,US,13556 S 220 ST,GRETNA,NE,68028,US,(402) 332-0260,(402) 332-0262,BRIT@CARLETONTRANSPORT.COM,08-APR-22,2090714.0,2020.0,28-DEC-00,NE,20,20,2090714,2020,1.0
1988820,925238,SILVER EAGLE DISTRIBUTORS LTD,,C,N,N,1000 PARK OF COMMERCE BLVD,HOMESTEAD,FL,330351201,US,1000 PARK OF COMMERCE BLVD,HOMESTEAD,FL,330351201,US,(305) 230-2337,(305) 230-0333,,,0.0,,28-DEC-00,FL,33,25,0,0,
1988821,925241,ALFRED GERARD,ALS RUBBISH & CONTAINER SERVICE,C,N,N,77 PROVIDENCE RD,SUTTON,MA,01590,US,77 PROVIDENCE RD,SUTTON,MA,01590,US,(508) 865-4193,(505) 865-4193,ALSRUBBISH@GMAIL.COM,26-APR-22,220000.0,2021.0,28-DEC-00,MA,12,14,220000,2021,1.0
1988822,925244,TEER LOGGING INC,,A,N,N,9793 E STATE HWY 103,LUFKIN,TX,75901,US,9793 E STATE HWY 103,LUFKIN,TX,75901,US,(936) 632-6862,(936) 632-6878,TEERLOGGING@GMAIL.COM,03-MAR-22,45000.0,2021.0,28-DEC-00,TX,4,4,45000,2021,1.0
1988823,925250,RATLIFF WATERWELL SERVICE INC,,B,N,N,11075 HWY 8 W,HOLCOMB,MS,38940,US,11075 HWY 8 W,HOLCOMB,MS,38940,US,(662) 227-1457,(662) 227-9913,RBRTRATLIFF@AOL.COM,27-MAR-09,90000.0,2004.0,28-DEC-00,MS,5,6,150000,2006,3.0
1988824,925259,RANDY GAYHEART,GAYHEART FARM'S,C,N,N,31 JAY CONLEY CEMENTARY RD,MOUISE,KY,41839,US,PO BOX 112,GARNER,KY,41817,US,(606) 497-7933,,,28-OCT-08,80000.0,2007.0,28-DEC-00,KY,1,1,0,0,
1988825,925262,RICHARD THOMPSON,RIVERCITY ENTERPRISES,C,N,N,1940 STONE AVE,POST FALLS,ID,83854,US,1940 STONE AVE,POST FALLS,ID,83854,US,(208) 773-7393,,,,0.0,,28-DEC-00,ID,1,1,0,0,
1988826,925263,SALVAGE DISCOUNT INC,MLC DISCOUNT STORE,C,N,N,3019 WAUGH TOWN ST,WESTON-SALEM,NC,27107,US,4820 KATHERINE RIDGE DR,KERNERSVILLE,NC,27284,US,(336) 955-1232,,DKB16PT@GMAIL.COM,26-APR-22,1500.0,2021.0,28-DEC-00,NC,1,1,1500,2021,1.0
1988827,925266,WALLACE LUMBER COMPANY,,A,N,N,6521 COUNTYLINE RD,SUMMIT,MS,39666,US,6521 COUNTYLINE RD,SUMMIT,MS,39666,US,(601) 276-2834,(601) 276-3241,TREY@MAKADATRANSPORT.NET,14-FEB-20,1.0,2019.0,28-DEC-00,MS,1,1,0,0,
1988828,925268,PHILLIPS SEED FARMS INC,,A,N,N,980 HWY 15,HOPE,KS,67451-9366,US,980 HWY 15,HOPE,KS,67451,US,(785) 949-2204,(785) 949-2205,KROTHS@PHILLIPSSEED.COM,05-JAN-22,170000.0,2021.0,28-DEC-00,KS,9,9,170000,2021,1.0
1988829,925270,ADVANCEDWATER TECHNOLOGIES INC,,A,N,N,887 FOLEY HILL RD,SOUTHFIELD,MA,01259,US,887 FOLEY HILL RD,SOUTHFIELD,MA,01259,US,(413) 229-3122,(413) 229-6030,ADVANCEDWATERJK@AOL.COM,04-OCT-21,10.0,2020.0,28-DEC-00,MA,2,1,10,2020,1.0
1988830,925274,DARIN PRINTZ,PRINTZ EXCAVATING,C,N,N,8621 N 500 W,MCMORDSVILLE,IN,46055,US,8621 N 500 W,MCMORDSVILLE,IN,46055,US,(317) 326-4648,,,,0.0,,28-DEC-00,IN,1,1,0,0,
