,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
419300,1910675,CHER RENTAL INC,,A,N,N,115 TALAMDGE HILL WEST ROAD,WAVERLY,NY,14892,US,115 TALAMDGE HILL WEST ROAD,WAVERLY,NY,14892,US,(607) 565-2165,(607) 565-3314,DEBBIE@CHERRENTAL.COM,15-FEB-22,2070.0,2021.0,06-JUL-09,NY,1.0,1,2070,2021,1.0
419301,1910676,GLENN KISER,KISER EXCAVATING,C,N,N,306 NORTH POINT DRIVE,CLENDENIN,WV,25045,US,PO BOX 1251,CLENDENIN,WV,25045,US,(304) 548-4039,(304) 548-4039,,06-JUL-09,,,06-JUL-09,WV,3.0,3,0,0,
419302,1910677,JEFFRIES TOOLS INC,,C,N,N,17423 SW OHIO ST,DOUGLASS,KS,67039-8414,US,17423 SW OHIO ST,DOUGLASS,KS,67039-8414,US,(316) 651-7473,,JOE.JEFFRIES@YAHOO.COM,11-JUL-11,15000.0,2010.0,06-JUL-09,KS,1.0,1,0,0,
419303,1910683,CITY OF FLINT,,C,N,N,1101 S SAGINAW ST,FLINT,MI,48502,US,702 W 12TH ST,FLINT,MI,48503,US,(810) 766-7499,(810) 766-7396,ACOTTRELL@CITYOFFLINT.COM,26-MAY-21,52000.0,2020.0,06-JUL-09,MI,77.0,60,52000,2020,1.0
419304,1910685,NORTH FULTON COMMUNITY CHARITIES,NFCC,C,N,N,11270 ELKINS ROAD,ROSWELL,GA,30076,US,11270 ELKINS ROAD,ROSWELL,GA,30076,US,(770) 640-0399,(770) 640-9220,PHODGES@NFCCHELP.ORG,06-JUL-09,9000.0,2008.0,06-JUL-09,GA,3.0,2,0,0,
419305,1910690,PATE DEVELOPMENT INC,,C,N,N,4531 MILGEN RD,COLUMBUS,GA,31907,US,PO BOX 8001,COLUMBUS,GA,31908,US,(706) 563-4676,(706) 563-5908,,07-JUL-21,125825.0,2021.0,06-JUL-09,GA,1.0,1,125825,2021,1.0
419306,1910704,LITTLE TOWN JERKY COMPANY,LITTLE TOWN DISTRIBUTING LLC,A,N,N,6555 S CEDAR ST,FALMOUTH,MI,49632-5108,US,PO BOX 73,FALMOUTH,MI,49632,US,(231) 826-3333,(231) 826-3299,EBROMLEY@EBELSGENERALSTORE.COM,30-MAR-22,160000.0,2020.0,06-JUL-09,MI,8.0,8,160000,2020,1.0
419307,1910705,SOUTHERN INDIANA TOOL & MACHINE INC,,A,N,N,2286 COMMERCIAL CT,EVANSVILLE,IN,47720,US,2286 COMMERCIAL CT,EVANSVILLE,IN,47720,US,(812) 319-6881,,SOUTHERNINDIANA@HOTMAIL.COM,24-JUN-22,15000.0,2020.0,06-JUL-09,IN,2.0,2,15000,2020,1.0
419308,1910707,COMFORT COMPANIES LLC,SAND & GRAVEL,C,N,N,2463 180TH AVE,MORA,MN,55051,US,2463 180TH AVE,MORA,MN,55051,US,(612) 598-2275,(320) 679-5641,COMFORTCOMPANIES@AOL.COM,05-NOV-11,140965.0,2011.0,06-JUL-09,MN,1.0,1,0,0,
419309,1910710,NORMAN D FIKE,NORM'S EXCUVATING,C,N,N,27496 GEORGE WASHINGTON HIGHWAY,AURORA,WV,26705-8072,US,27496 GEORGE WASHINGTON HIGHWAY,AURORA,WV,26705-8072,US,(304) 518-9020,(304) 735-5130,DODGEMAN111851@YAHOO.COM,11-JUL-12,200.0,2011.0,06-JUL-09,WV,1.0,1,0,0,
419310,1910711,HAYNES & PARTNERS COMMUNICATIONS INC,,C,N,N,5745 LEE RD,INDIANAPOLIS,IN,46216-2063,US,5745 LEE RD,INDIANAPOLIS,IN,46216-2063,US,(317) 860-3000,(317) 860-3001,,11-JUN-09,9974.0,2008.0,06-JUL-09,IN,1.0,2,0,0,
419311,1910713,NICOLAS WHITMAN,LANDTEK,C,N,N,20029 82ND AVE SE,SNOHOMISH,WA,98296,US,20029 82ND AVE SE,SNOHOMISH,WA,98296,US,(425) 489-9972,,NICK@NWBRUSHCUTTING.COM,06-JUL-09,0.0,,06-JUL-09,WA,1.0,2,0,0,
419312,1910716,JOSHUA R YODER,JOSH R YODER TRANSPORT,A,N,N,1709 RED BANK ROAD,MIDDLEBURG,PA,17842,US,1709 RED BANK ROAD,MIDDLEBURG,PA,17842,US,(570) 539-8308,,,21-JUN-21,90443.0,2020.0,06-JUL-09,PA,2.0,1,90443,2020,1.0
419313,1910720,LUXURY TILE AND MARBLE LLC,,C,N,N,3675 AUBURN RD,ROCHESTER HILLS,MI,48309,US,3675 AUBURN RD,ROCHESTER HILLS,MI,48309,US,(248) 853-5500,,,06-JUL-09,,,06-JUL-09,MI,1.0,1,0,0,
419314,1910721,STEVE SANDERS,HAMMER HEAD TRUCKING,C,N,N,771 BUCHANAN DR,EASTMAN,GA,31023,US,771 BUCHANAN DR,EASTMAN,GA,31023,US,(478) 308-1398,,,08-JUN-09,,,06-JUL-09,GA,1.0,1,0,0,
419315,1910722,CR HOLLAND CRANE SERVICE INC,,A,N,N,35545 HWY 69,FOREST CITY,IA,50436,US,35545 HWY 69,FOREST CITY,IA,50436,US,(641) 585-3630,(641) 585-2525,AP@HMRSUPPLIES.COM,25-AUG-22,180000.0,2021.0,06-JUL-09,IA,7.0,5,180000,2021,1.0
419316,1910724,JOSE O SOTO,,C,N,N,720 MURRAY RD,MABTON,WA,98935,US,720 MURRAY RD,MABTON,WA,98935,US,(509) 830-5971,,ROBINSONLICENSING@OUTLOOK.COM,20-JUL-22,15000.0,2021.0,06-JUL-09,WA,1.0,1,15000,2021,1.0
419317,1910725,VANS CREATIVE LANDSCAPING ING,VANS CREATIVE LANDSCAPING INC,C,N,N,45 EAGLES CT,KAUKAUNA,WI,54130,US,45 EAGLES CT,KAUKAUNA,WI,54130,US,(920) 766-7000,(920) 766-7047,KVANDE@ATT.NET,06-JUL-09,0.0,,06-JUL-09,WI,2.0,3,0,0,
419318,1910727,KJM ENTERPRISES,I-40 AUTO AUCTION,C,N,N,913 FRONTAGE RD,LONOKE,AR,72086,US,913 FRONTAGE RD,LONOKE,AR,72086,US,(501) 676-5715,(501) 676-2797,,07-JUL-09,,,06-JUL-09,AR,1.0,1,0,0,
419319,1910731,LUIS ABEL VILLANUEVA,LV TRUCKING,C,N,N,109 JASPER LN,EL PASO,TX,79927,US,109 JASPER LN,EL PASO,TX,79927,US,(915) 401-1134,,MLOYA@BORDERCITYINS.COM,11-FEB-21,1.0,2020.0,06-JUL-09,TX,1.0,1,1,2020,1.0
419320,1910735,HILL AND HILL MAINTENANCE AND EXCAVATING INC,,C,N,N,30 ROCKY ROAD LANE,SHELL KNOB,MO,65747,US,PO BOX 245,SHELL KNOB,MO,65747,US,(417) 858-2436,(417) 858-0054,LORRAINE@HILLANDHILL.BIZ,13-MAR-19,290000.0,2009.0,06-JUL-09,MO,1.0,1,0,0,
419321,1910737,DANIEL HYMAN,,C,N,N,1401 SALT ROAD,WEBSTER,NY,14580,US,1401 SALT ROAD,WEBSTER,NY,14580,US,(585) 872-0697,,SENIORO30@YAHOO.COM,16-AUG-21,7000.0,2020.0,06-JUL-09,NY,1.0,1,7000,2020,1.0
419322,1910738,DENNIS D KELLY,,C,N,N,275 KAY LANE,LILY,KY,40740,US,275 KAY LANE,LILY,KY,40740,US,(606) 344-4258,,,09-JUL-09,,,06-JUL-09,KY,1.0,1,0,0,
419323,1910739,WINDOWS DOORS & MORE INC,WINDOWS DOORS & MORE,C,N,N,5961 CORSON AVE S 100,SEATTLE,WA,98108-2611,US,5961 CORSON AVE S 100,SEATTLE,WA,98108-2611,US,(206) 782-1011,(206) 782-1190,AP@WINDOWSHOWROOM.COM,18-OCT-21,12000.0,2018.0,06-JUL-09,WA,1.0,2,0,0,
419324,1910743,OJIBWAY INC,,C,N,N,3720 HIGH STREET,ECORSE,MI,48229,US,3720 HIGH STREET,ECORSE,MI,48229,US,(313) 381-5444,(313) 928-6237,PAUL@OJIBWAYINC.COM,19-NOV-12,1.0,2012.0,06-JUL-09,MI,1.0,1,0,0,
419325,1910744,THOMAS J BOOMSMA,,C,N,N,N4149 FUR FARM RD,RIO,WI,53960,US,N4149 FUR FARM RD,RIO,WI,53960,US,(920) 992-5756,,,08-JUN-09,,,06-JUL-09,WI,1.0,1,0,0,
419326,1910746,T HARRIS TRUCKING INC,,A,N,N,2807 NORWAY PINE,ROCKFORD,IL,61109,US,2807 NORWAY PINE,ROCKFORD,IL,61109,US,(847) 344-5703,,THARRISTRUCKINGINC@GMAIL.COM,27-JUN-22,576504.0,2021.0,06-JUL-09,IL,1.0,1,576504,2021,1.0
419327,1910752,DARRELL BAFUS,BAFUS FARMS INCOPRERATED,C,N,N,18252 ENDICOTT RD,COLFAX,WA,99111,US,18252 ENDICOTT ROAD,COLFAX,WA,99111,US,(509) 657-3366,(509) 657-3713,GBAFUS@HOTMAIL.COM,09-MAY-18,500.0,2018.0,06-JUL-09,WA,2.0,1,0,0,
419328,1910755,GEORGE TRUCKING CORPORATION,0400436906,A,N,N,685 MAPLE AVENUE FL 1,ELIZABETH,NJ,07202,US,685 MAPLE AVENUE FL 1,ELIZABETH,NJ,07202,US,(718) 213-6622,,TAMULTISERVICES411@GMAIL.COM,29-NOV-21,76121.0,2021.0,06-JUL-09,NJ,1.0,1,76121,2021,1.0
419329,1910756,BLUE RIBBON AUTO SALES,,C,N,N,4402 E HWY 260,PAYSON,AZ,85541,US,HC 4 BOX 33 J,PAYSON,AZ,85541,US,(928) 472-7827,(928) 472-7082,HILL1103@AOL.COM,06-JUL-09,4000.0,2009.0,06-JUL-09,AZ,1.0,1,0,0,
419330,1910757,WILLIAM M PARKER,DORIS WILTON,C,N,N,928 ABBOTT ROAD,WALLA WALLA,WA,99362,US,928 ABBOTT ROAD,WALLA WALLA,WA,99362,US,(509) 529-7034,,WILTON@POCKETINET.COM,06-JUL-09,,,06-JUL-09,WA,1.0,1,0,0,
419331,1910758,RDW CONSTRUCTION,,C,N,N,158 SOUTH FOREST STREET,BELLINGHAM,WA,98225,US,158 SOUTH FOREST STREET,BELLINGHAM,WA,98225,US,(360) 647-1276,,THEWEDENS@COMCAST.NET,06-JUL-09,5000.0,2009.0,06-JUL-09,WA,2.0,1,0,0,
419332,1910760,ADRIAN CONSTRUCTION,,C,N,N,2890 NORTH URBANA LISBON RD,SOUTH VIENNA,OH,45369,US,PO BOX 47,SOUTH VIENNA,OH,45369,US,(937) 568-0160,(866) 588-6518,ARIANCONSTRUCTION@MSN.COM,06-JUL-09,75000.0,2009.0,06-JUL-09,OH,1.0,1,0,0,
419333,1910762,EXCEL COATINGS OF WYOMING INC,,C,N,N,420 8TH AVE N,GREYBULL,WY,82426,US,PO BOX 712,GREYBULL,WY,82426,US,(307) 765-4381,(307) 765-4382,DWFARROW@HOTMAIL.COM,04-DEC-09,,,06-JUL-09,WY,1.0,1,0,0,
419334,1910763,GOOD CRUSHING INC,GOODS QUARRY,C,N,N,265 RUPP RD,TOLEDO,WA,98591,US,265 RUPP RD,TOLEDO,WA,98591,US,(360) 864-2974,(360) 864-8269,ALANGOOD@TOLEDOTEL.COM,02-MAR-22,38068.0,2021.0,06-JUL-09,WA,9.0,2,38068,2021,1.0
419335,1910764,GILLIES COFFEE COMPANY,,C,N,N,150 19TH STREET,BROOKLYN,NY,11232,US,PO BOX 320206,BROOKLYN,NY,11232,US,(718) 499-7766,,,06-JUL-09,,,06-JUL-09,NY,1.0,1,0,0,
419336,1910766,CARTERS BLUEBERRY PATCH INC,,C,N,N,178 COFFEE ROAD,ALMA,GA,31510,US,178 COFFEE ROAD,ALMA,GA,31510,US,(912) 632-0642,,,06-JUL-09,7000.0,2008.0,06-JUL-09,GA,1.0,1,0,0,
419337,1910768,TRUCKS PLUS TRANSPORT LLC,,A,N,N,25724 FERN LANE,WILDER,ID,83676,US,25724FERN LANE,WILDER,ID,83676,US,(208) 631-7499,,ROGERBFREE@YAHOO.COM,12-OCT-22,79000.0,2021.0,06-JUL-09,ID,1.0,1,79000,2021,1.0
419338,1910769,RN FALK LLC,,C,N,N,33625 53RD AVE S,AUBURN,WA,98001,US,33625 53RD AVE S,AUBURN,WA,98001,US,(253) 929-8341,,,06-JUL-09,17250.0,2009.0,06-JUL-09,WA,1.0,1,0,0,
419339,1910770,HERBERT N LIST,LIST FARMS,A,N,N,35087 ECR 1500 N,MASON CITY,IL,62664,US,35087 ECR 1500 N,MASON CITY,IL,62664,US,(217) 971-2060,,,12-JUL-21,10000.0,2021.0,06-JUL-09,IL,2.0,3,10000,2021,1.0
419340,1910771,J PHELAN TRUCKING LLC,J P EXPRESS,A,N,N,222 CHAMPLIN RD,JEFFERSON,NY,12093,US,222 CHAMPLIN RD,JEFFERSON,NY,12093,US,(607) 435-1608,,JPEXPRESSLLC@YAHOO.COM,21-NOV-21,40000.0,2019.0,06-JUL-09,NY,1.0,1,40000,2019,1.0
419341,1910773,RAMON PINO CEDRE,,C,N,N,9035 SW 148TH CT,MIAMI,FL,33196,US,9035 SW 148TH CT,MIAMI,FL,33196,US,(305) 345-6657,,RPCEDRE@GMAIL.COM,18-MAY-18,260.0,2017.0,06-JUL-09,FL,1.0,1,0,0,
419342,1910775,NORTHWOODS ROCK RALLY LLC,,C,N,N,N5496 COUNTRY ROAD B,GLEN FLORA,WI,54526,US,N5496 COUNTRY ROAD B,GLEN FLORA,WI,54526,US,(715) 322-5250,,NORTHWOODSROCKRALLY@YAHOO.COM,07-MAY-10,3000.0,2009.0,06-JUL-09,WI,,1,0,0,
419343,1910776,MELVIN L TALBOTT,,C,N,N,4082 EAST HWY 124,PRESCOTT,WA,99348,US,PO BOX 203,PRESCOTT,WA,99348,US,(509) 849-2749,,,10-JUN-21,,,06-JUL-09,WA,3.0,2,0,0,
419344,1910777,RECLAMATION LUMBER LLC,,C,N,N,424 GRANDE AVE,NEW HAVEN,CT,06513,US,424 GRANDE AVE,NEW HAVEN,CT,06513,US,(203) 752-1204,(203) 752-1145,RFECKE@RECLAMATIONLUMBER.COM,01-OCT-21,400.0,2020.0,06-JUL-09,CT,1.0,1,400,2020,1.0
419345,1910778,MORRISON'S TRANSPORTATION LLC,,A,N,N,7301 WANDERING SWAN LN,APEX,NC,27502,US,7301 WANDERING SWAN LN,APEX,NC,27502,US,(919) 363-9168,(919) 363-9168,,10-JUN-21,35874.0,2020.0,06-JUL-09,NC,1.0,1,35874,2020,1.0
419346,1910779,STANLEY ROOFING COMPANY INC,,C,N,N,19710  144TH AVE NE,WOODINVILLE,WA,98072,US,19710 144TH AVE NE,WOODINVILLE,WA,98072,US,(425) 483-6666,(425) 483-6660,STNRFG@AOL.COM,14-JAN-13,6000.0,2008.0,06-JUL-09,WA,5.0,3,0,0,
419347,1910783,MOXIE PICTURES INC,,A,N,N,147 N SAN VICENTE BLVD,BEVERLY HILLS,CA,90211,US,147 N SAN VICENTE BLVD,BEVERLY HILLS,CA,90211,US,(310) 857-1000,(310) 857-1004,JODI@MOXIEPICTURES.COM,29-OCT-20,1.0,2020.0,06-JUL-09,CA,1.0,1,0,0,
419348,1910784,EMPIRE ELECTRIC COMPANY INCORPORATED,,C,N,N,1613 63 ST,BROOKLYN,NY,11204,US,1613 63 ST,BROOKLYN,NY,11204,US,(718) 232-1555,(718) 234-0484,EEEEMPIRE@AOL.COM,06-JUL-09,39823.0,2009.0,06-JUL-09,NY,1.0,1,0,0,
419349,1910785,TRIPLE J VENDING LLC,,C,N,N,2404 BROOKSHIRE CIRCLE,LEXINGTON,KY,40515,US,2404 BROOKSHIRE CIRCLE,LEXINGTON,KY,40515,US,(859) 271-3368,,BOBMCG@WINDSTREAM.NET,08-JUN-12,50000.0,2011.0,06-JUL-09,KY,4.0,4,0,0,
419350,1910786,HOUGER FARM ENTERPRISE JV,,C,N,N,23526 SR2E,CRESTON,WA,99117,US,PO BOX 33,CRESTON,WA,99117,US,(509) 636-2673,,LTHOUGER@GMAIL.COM,05-AUG-22,1500.0,2021.0,06-JUL-09,WA,8.0,1,1500,2021,1.0
419351,1910788,R & I LANDSCAPING,,C,N,N,2215 S HAZEL CT,DENVER,CO,80219,US,2215 S HAZEL CT,DENVER,CO,80219,US,(303) 434-5772,,,06-JUL-09,,,06-JUL-09,CO,2.0,2,0,0,
419352,191079,WINTER WOODS INC,,A,N,N,269 WINTER WOODS,GLIDDEN,WI,54527,US,P O BOX 111,GLIDDEN,WI,54527-0111,US,(715) 264-4892,(715) 264-4893,ACCOUNTSPAYABLE@WINTERWOODS.COM,31-MAR-22,10000.0,2021.0,01-JUN-74,WI,2.0,5,10000,2021,1.0
419353,1910790,STEVEN REISTER,STEVE REISTER FARMS,C,N,N,994 COOLIDGE ST,CONKLIN,MI,49403-9576,US,994 COOLIDGE ST,CONKLIN,MI,49403-9576,US,(616) 887-3735,,,06-JUL-09,1000.0,2009.0,06-JUL-09,MI,1.0,1,0,0,
419354,1910791,RHODE ISLAND READY MIX LLC,,A,N,N,35 STILLSON ROAD,RICHMOND,RI,02898,US,35 STILLSON STREET,RICHMOND,RI,02898,US,(401) 539-8222,(401) 539-8242,DISPATCH@RICHMONDSAND.NECOXMAIL.COM,14-MAR-22,83906.0,2021.0,06-JUL-09,RI,10.0,10,83906,2021,1.0
419355,1910792,STEVEN SMITH,,A,N,N,30645 REDWOOD HWY,CAVE JUNCTION,OR,97523,US,PO BOX 675,O BRIEN,OR,97534,US,(541) 660-2070,(541) 592-2785,TLPTRUCKING@FRONTIER.COM,01-FEB-21,21200.0,2020.0,06-JUL-09,OR,2.0,2,21200,2020,1.0
419356,1910794,JOHN J ADORNO INC,UNIVERSAL CONSTRUCTION,A,N,N,146 CORDIAL RD,YORKTOWN HEIGHTS,NY,10598,US,146 CORDIAL RD,YORKTOWN HEIGHTS,NY,10598,US,(914) 962-2966,(914) 214-5498,JOHN@UNVCONSTRUCTION.COM,03-JUN-21,50.0,2020.0,06-JUL-09,NY,2.0,2,50,2020,1.0
419357,1910796,URAGAN EXPRESS LLC,,A,N,N,5279 CATHEDRAL DR,ST LOUIS,MO,63129,US,PO BOX 23442,FEDERAL WAY,WA,98093,US,(314) 223-7505,,PACIFICMAIL2016@GMAIL.COM,13-JUL-22,1.0,2021.0,06-JUL-09,MO,1.0,1,1,2021,1.0
419358,1910797,IVAN A VASQUEZ,,C,N,N,5682 LIME ROAD,WEST PALM BEACH,FL,33413,US,5682 LIME ROAD,WEST PALM BEACH,FL,33413,US,(561) 383-9986,(561) 967-6590,,06-JUL-09,,,06-JUL-09,FL,1.0,1,0,0,
419359,1910799,DUSTIN CHRISTENSEN,TONKA LANDSCAPING & EXCAVATING,C,N,N,200 E PETERS ST,WENATCHEE,WA,98801,US,PO BOX 142,WENATCHEE,WA,98807,US,(509) 665-6771,,4DUSTIN@GMAIL.COM,04-AUG-21,,,06-JUL-09,WA,3.0,3,0,0,
419360,1910800,KIP WILT,WILTS TRUCKING LLC,A,N,N,96 MINER RD,GRANTSVILLE,MD,21536,US,96 MINER RD,GRANTSVILLE,MD,21536,US,(814) 289-1751,,KIPWILT9@GMAIL.COM,16-AUG-22,72054.0,2020.0,06-JUL-09,MD,1.0,1,72054,2020,1.0
