,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1768100,3902265,RLTW CONSTRUCTION & LAND MANAGEMENT LLC,RLTW LAND CLEARING,A,N,N,4340 NORTHWOOD DR,MARIANNA,FL,32448-4568,US,4340 NORTHWOOD DR,MARIANNA,FL,32448-4568,US,(850) 693-0973,,MARIOR@RLTWLANDCLEARING.COM,22-JUL-22,,,15-JUN-22,FL,2,1,0,0,
1768101,3902266,LMK TRANSPORTATION LLC,,A,N,N,2410 W 180TH ST   ,TORRANCE,CA,90504,US,2410 W 180TH ST   ,TORRANCE,CA,90504-4212,US,(424) 789-0060,,LMKTRANSPORTATION@YAHOO.COM,15-JUN-22,,,15-JUN-22,CA,1,1,0,0,
1768102,3902267,ORBIT TRUCK & TRAILER REPAIR,,C,N,N,2155 COOPER AVE  ,MERCED,CA,95348-4305,US,2155 COOPER AVE  ,MERCED,CA,95348-4305,US,(559) 724-5815,,ORBITTRUCKREPAIR@GMAIL.COM,15-JUN-22,,,15-JUN-22,CA,1,1,0,0,
1768103,3902268,HOWARDS INLAND LOGISTICS LLC,,A,N,N,2810 MAGNOLIA DR   ,CAIRO,IL,62914,US,2810 MAGNOLIA DR   ,CAIRO,IL,62914-1309,US,(618) 306-4038,,JULIAN.L.HOWARDII@INLANDLOGISTICS.ORG,15-JUN-22,,,15-JUN-22,IL,1,1,0,0,
1768104,3902269,KOEHLER'S YARD SERVICE INC,,C,N,N,89190 STATE HIGHWAY 251  ,AUSTIN,MN,55912-5775,US,89190 STATE HIGHWAY 251  ,AUSTIN,MN,55912-5775,US,(507) 440-3406,(507) 440-3406,KOEHLERSIX@GMAIL.COM,15-JUN-22,,,15-JUN-22,MN,1,1,0,0,
1768105,390227,JIM FISCHER INC,,C,N,N,2635 S CASALOMA DRIVE,APPLETON,WI,54914,US,2635 SOUTH CASALOMA DRIVE,APPLETON,WI,54914,US,(920) 734-0519,(920) 734-0564,FISCHER@JFICONCRETE.COM,12-AUG-22,40000.0,2022.0,17-APR-90,WI,11,16,40000,2022,1.0
1768106,3902270,RWB TRUCKING LLC,,C,N,N,3251 S 9200 W  ,MAGNA,UT,84044-1616,US,3251 S 9200 W  ,MAGNA,UT,84044-1616,US,(801) 706-6226,,RWBTRUCKING@YAHOO.COM,15-JUN-22,,,15-JUN-22,UT,1,2,0,0,
1768107,3902271,BBS TRANSPORT LLC,,A,N,N,850 DOGWOOD RD STE B200,LAWRENCEVILLE,GA,30044,US,850 DOGWOOD RD STE B200,LAWRENCEVILLE,GA,30044,US,(445) 214-1620,,BBSTRANSPORT24@GMAIL.COM,26-AUG-22,1.0,2021.0,15-JUN-22,GA,1,2,1,2021,1.0
1768108,3902272,MOISES HURTADO,HERRADURAS TOWING,C,N,N,8613 CHARLESTON AVE,FORT WORTH,TX,76123-1715,US,8613 CHARLESTON AVE,FORT WORTH,TX,76123-1715,US,(817) 862-8235,,MOISES_HURTADO79@YAHOO.COM,23-JUN-22,,,15-JUN-22,TX,1,1,0,0,
1768109,3902274,JGJ TRANSPORT LLC,,C,N,N,2324 NATIONAL AVE,MADERA,CA,93637-4280,US,2324 NATIONAL AVE,MADERA,CA,93637-4280,US,(559) 355-3387,,RRUIZ3BOYZ@GMAIL.COM,21-JUL-22,,,15-JUN-22,CA,1,1,0,0,
1768110,3902275,SECURE TRANSPORT ENTERPRISE INC,SECURE TRANSPORT ENTERPRISE,A,N,N,992 BROOKFOREST AVE # 1054  ,SHOREWOOD,IL,60404,US,992 BROOKFOREST AVE # 1054  ,SHOREWOOD,IL,60404-8807,US,(815) 923-9999,,SECURETRANSPORTENTERPRISE@GMAIL.COM,15-JUN-22,,,15-JUN-22,IL,1,2,0,0,
1768111,3902277,RORAIMA CORP,,A,N,N,2155 N ELSTON AVE APT 581  ,CHICAGO,IL,60614,US,2155 N ELSTON AVE APT 581  ,CHICAGO,IL,60614-0048,US,(786) 282-8554,,RORAIMACORPORATION@GMAIL.COM,15-JUN-22,,,15-JUN-22,IL,1,1,0,0,
1768112,3902278,DASHEN TRUCKING LLC,,A,N,N,848 THOMPSON CRES,ROCKVILLE,MD,20852,US,848 THOMPSON CRES,ROCKVILLE,MD,20852-5676,US,(301) 393-7260,(240) 846-3665,DASHENTRUCKING@GMAIL.COM,22-JUN-22,,,15-JUN-22,MD,1,1,0,0,
1768113,3902279,TAHA SAFETY TRUCKING LOGISTICS LLC,,A,N,N,1800 JUNIUS ST,FORT WORTH,TX,76103,US,1800 JUNIUS ST,FORT WORTH,TX,76103,US,,,TSTL.2281@GMAIL.COM,15-JUN-22,,,15-JUN-22,TX,1,1,0,0,
1768114,390228,CITY CARTING LLC,,A,N,N,8 VIADUCT ROAD,STAMFORD,CT,06907-7250,US,PO BOX 17250,STAMFORD,CT,06907-7250,US,(203) 324-4090,(203) 363-0687,TRUCK-41@COMCAST.NET,30-SEP-22,2877920.0,2021.0,17-APR-90,CT,200,200,2877920,2021,1.0
1768115,3902281,RAINBOW DAY LOGISTICS INC,,C,N,N,9319 TELSTAR AVE  ,EL MONTE,CA,91731-2815,US,212 N NICHOLSON AVE UNIT B  ,MONTEREY PARK,CA,91755-1878,US,(323) 975-0737,,ANDYZHANG09071986@GMAIL.COM,15-JUN-22,,,15-JUN-22,CA,1,1,0,0,
1768116,3902282,CASTILLO CONSTRUCTION LLC,,A,N,N,107 GLADSTONE ST   ,CRANSTON,RI,02920,US,107 GLADSTONE ST   ,CRANSTON,RI,02920-7225,US,(401) 585-5917,,CASTILLOJULIO8313@GMAIL.COM,15-JUN-22,,,15-JUN-22,RI,2,6,0,0,
1768117,3902283,A+ TRANSPORT SERVICES LLC,,C,N,N,108 JJ DR  ,BENSON,NC,27504-9611,US,108 JJ DR  ,BENSON,NC,27504-9611,US,(919) 594-4816,,APLUSTRANSPORTSERVICESLLC@GMAIL.COM,15-JUN-22,,,15-JUN-22,NC,1,4,0,0,
1768118,3902285,D & D LOGISTICS AND TRUCKING LLC,,A,N,N,138 E LAKESIDE DR,HATTIESBURG,MS,39402,US,138 E LAKESIDE DR,HATTIESBURG,MS,39402-2200,US,(601) 382-6329,,DANDDLOGISTICSANDTRUCKING@GMAIL.COM,07-SEP-22,,,15-JUN-22,MS,1,1,0,0,
1768119,3902286,RAFA'S TOWING SERVICE,,C,N,N,HC 3 BOX 5316  ,ADJUNTAS,PR,00601-9350,US,HC 3 BOX 5316  ,ADJUNTAS,PR,00601-9350,US,(939) 250-9735,,LUGOVILMA79@GMAIL.COM,15-JUN-22,,,15-JUN-22,PR,1,2,0,0,
1768120,3902287,DIRECT ALIGNMENT INC,STFL TRUCKING INC,A,N,N,511 N WASHINGTON ST  ,HUDSON,IL,61748-9440,US,511 N WASHINGTON ST  ,HUDSON,IL,61748-9440,US,(309) 660-7554,,PATTON10@ME.COM,15-JUN-22,,,15-JUN-22,IL,1,1,0,0,
1768121,3902288,ROBERTO LOPEZ GONZALEZ,,C,N,N,BO QUEBRADILLAS SECT FARALLON CARR 152 K7 H6 INT,BARRANQUITAS,PR,00794,US,BO QUEBRADILLAS SECT FARALLON,BARRANQUITAS,PR,00794,US,(787) 314-4386,,ROBERTOLOPEZGONZALEZ2@OUTLOOK.COM,23-JUN-22,,,15-JUN-22,PR,2,1,0,0,
