,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
732300,2528259,MESQUITE VALLEY COMMUNICATIONS INC,,A,N,N,990 18TH STREET WEST,HAVRE,MT,59501,US,5220 GREENVIEW DRIVE,FORT COLLINS,CO,80525,US,(719) 310-4073,(970) 449-7398,JDOWNING@MESQUITEVALLEYCOMM.COM,07-SEP-21,66000.0,2021.0,29-JUL-14,MT,3.0,2,66000,2021,1.0
732301,2528262,RATHOLLAND TOWING AND AUTOMOTIVE SERVICES LLC,,C,N,N,25 MCCLAY RD,WINFIELD,MO,63389,US,25 MCCLAY RD,WINFIELD,MO,63389,US,(636) 566-6144,(636) 566-6144,RATHOLLANDAUTO@GMAIL.COM,29-JUL-14,,,29-JUL-14,MO,4.0,3,0,0,
732302,2528263,J E VERNAZZA CORP,,C,N,N,3560 NW 115TH AVE,DORAL,FL,33178,US,3560 NW 115TH AVE,DORAL,FL,33178,US,(305) 470-0114,,PETER.LELLA@VERNAZZA.COM,24-MAR-22,100.0,2021.0,29-JUL-14,FL,3.0,1,100,2021,1.0
732303,2528265,STATE TRANSPORT INC,,A,N,N,7933 EDINBURGH DR,SPRINGFIELD,VA,22153,US,7933 EDINBURGH DR,SPRINGFIELD,VA,22153,US,(703) 980-1786,,STATETRANSPORTINC@YAHOO.COM,02-MAY-22,1.0,2022.0,29-JUL-14,VA,1.0,1,1,2022,1.0
732304,2528266,ONYX EXPERT TRUCKING AND TRANSPORTATION LLC,,C,N,N,367 ORCHARD RD,SAN ANTONIO,TX,78220,US,367 ORCHARD RD,SAN ANTONIO,TX,78220,US,(210) 355-5872,(210) 359-9050,ONYX14@YAHOO.COM,28-APR-22,10.0,2020.0,29-JUL-14,TX,2.0,2,10,2020,1.0
732305,2528267,PROFAM SERVICES LLC,PROFAM SERVICES,C,N,N,4834 JOHN VICTOR DR,SAN ANTONIO,TX,78220,US,4834 JOHN VICTOR DR,SAN ANTONIO,TX,78220,US,(888) 415-6682,,MPEOPLES2014@GMAIL.COM,29-JUL-14,,,29-JUL-14,TX,1.0,1,0,0,
732306,2528268,WIREBAUGH FARMS,,C,N,N,14351 HUTCHISSON ROAD,ALBION,MI,49224,US,14351 HUTCHISSON ROAD,ALBION,MI,49224,US,(517) 524-8834,,,29-JUL-14,,,29-JUL-14,MI,1.0,1,0,0,
732307,2528270,SANCHEZ DOMINGUEZ TRUCKING,,C,N,N,1335 W 49 PLACE,HIALEAH,FL,33012,US,1335 W 49 PLACE,HIALEAH,FL,33012,US,(786) 288-6548,,,29-JUL-14,,,29-JUL-14,FL,1.0,1,0,0,
732308,2528273,AARON TREE AND LAWN INC,,C,N,N,3709 MARTHA,TOLEDO,OH,43612,US,POB 632,HOLLAND,OH,43528,US,(419) 410-6049,(419) 478-8167,AARONTREEANDLAWN@YAHOO.COM,29-JUL-14,,,29-JUL-14,OH,5.0,1,0,0,
732309,2528275,TERRY SHANE CANTRELL,,C,N,N,170 JJ BLVD,RUTHERFORDTON,NC,28139,US,170 JJ BLVD,RUTHERFORDTON,NC,28139,US,(828) 305-5958,,TSCANTRELL2014@GMAIL.COM ,27-MAY-21,10000.0,2020.0,29-JUL-14,NC,2.0,1,10000,2020,1.0
732310,2528279,BRENDA K REMCHUK,,C,N,N,2385 HWY 2861,CAMANCHE,TX,76442,US,2385 HWY 2861,CAMANCHE,TX,76442,US,(202) 521-1493,,,29-JUL-14,,,29-JUL-14,TX,1.0,1,0,0,
