,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1670600,37974,A P WOODSON,,A,Y,N,7902 WALKER MILL DRIVE,CAPITAL HEIGHTS,MD,20743,US,7902 WALKERS MILL DR,CAPITAL HEIGHTS,MD,20743,US,(631) 386-1544,(516) 686-2020,RSHARMAN@PETROHEAT.COM,22-FEB-21,1220538.0,2020.0,01-JUN-74,MD,105,62,1220538,2020,1.0
1670601,3797400,EPIPHANY TRANSPORT LLC,,A,N,N,3512 GOLDEN HILL DR,BOWIE,MD,20721,US,3512 GOLDEN HILL DR,BOWIE,MD,20721-2885,US,(240) 416-3218,,TAIWOAJIBISE@GMAIL.COM,16-JUN-22,,,11-JAN-22,MD,1,1,0,0,
1670602,3797401,TIER ONE CAPITAL,ASTRANOVA TRANSPORT,A,N,N,3087 AMBARWENT RD   ,REYNOLDSBURG,OH,43068,US,3087 AMBARWENT RD   ,REYNOLDSBURG,OH,43068-7064,US,(614) 330-9024,,MICHEALRCH@AOL.COM,11-JAN-22,,,11-JAN-22,OH,0,8,0,0,
1670603,3797402,JESED TRANSPORT CORP,,A,N,N,69 HILL ST  ,BLOOMFIELD,NJ,07003-4721,US,69 HILL ST  ,BLOOMFIELD,NJ,07003-4721,US,(347) 301-1256,,WWW.JESEDCORP@GMAIL.COM,11-JAN-22,,,11-JAN-22,NJ,1,1,0,0,
1670604,3797403,10-98 TRUCKING LLC,,A,N,N,2989 GULF DR,FAIRFIELD,CA,94533,US,2989 GULF DR,FAIRFIELD,CA,94533-7006,US,(415) 286-4312,,SEMAJ.MCKEEVER@YAHOO.COM,12-APR-22,,,11-JAN-22,CA,1,2,0,0,
1670605,3797404,FLYING TRUCK LINE LLC,,A,N,N,1586 HEATHER DR APT 201  ,YUBA CITY,CA,95993,US,1586 HEATHER DR APT 201  ,YUBA CITY,CA,95993-2227,US,(530) 315-3887,,FLYINGTRUCKLINE@GMAIL.COM,11-JAN-22,,,11-JAN-22,CA,1,1,0,0,
1670606,3797405,PREMIUM CARGO LOGISTICS LLC,,A,N,N,17580 WYOMING ST,DETROIT,MI,48221,US,17580 WYOMING ST,DETROIT,MI,48221,US,(949) 620-9175,,DEVANERBY@GMAIL.COM,17-JAN-22,1.0,2021.0,11-JAN-22,MI,2,4,1,2021,1.0
1670607,3797406,N&D DISTRIBUTION CORP,,A,N,N,12237 TARAGATE DR   ,CHARLOTTE,NC,28273,US,12237 TARAGATE DR   ,CHARLOTTE,NC,28273-3624,US,(704) 858-0721,,NDDISTRIBUTION50@YAHOO.COM,11-JAN-22,,,11-JAN-22,NC,1,1,0,0,
1670608,3797407,GLOBAL SOLUTION UNLIMITED LTD,GLOBAL SOLUTION MOVING COMPANY,C,N,N,2510 E SUNSET RD STE 5  ,LAS VEGAS,NV,89120-3500,US,2510 E SUNSET RD STE 5  ,LAS VEGAS,NV,89120-3500,US,(702) 929-5923,,GLOBALSOLUTIONUNLIMITEDLTD@GMAIL.COM,11-JAN-22,,,11-JAN-22,NV,1,2,0,0,
1670609,3797409,AIMS TRUCKING LLC,,A,N,N,7828 HERITAGE DR APT 3  ,LANSING,MI,48917,US,7828 HERITAGE DR APT 3  ,LANSING,MI,48917-6805,US,(517) 312-6518,,BALLI117@YAHOO.COM,11-JAN-22,,,11-JAN-22,MI,1,1,0,0,
1670610,3797410,FARLEY TRUCKING LLC,,A,N,N,111A REDBUD DR   ,EATONTON,GA,31024,US,111A REDBUD DR   ,EATONTON,GA,31024-1551,US,(706) 473-8902,,SASCONSULTINGANDBUSINESS@OUTLOOK.COM,11-JAN-22,,,11-JAN-22,GA,1,2,0,0,
1670611,3797411,MOVING PROS GROUP LLC,,C,N,N,24 W CAMELBACK RD,PHOENIX,AZ,85013,US,24 W CAMELBACK RD,PHOENIX,AZ,85013,US,(551) 775-4547,,MOVINGPROSGROUP@GMAIL.COM,15-SEP-22,,,11-JAN-22,AZ,1,4,0,0,
1670612,3797412,HUSKY TRANSPORTATION LLC,,A,N,N,7531 DRAKE CYN,SAN ANTONIO,TX,78254,US,7531 DRAKE CYN,SAN ANTONIO,TX,78254-5417,US,(210) 452-3524,,HUSKYTRANSPORTATIONLLC91@GMAIL.COM,12-JAN-22,,,11-JAN-22,TX,1,1,0,0,
1670613,3797413,CHAVEZ LOGISTICS,,A,N,N,570 RANCHO ESTANCIAS DR,VINTON,TX,79821,US,570 RANCHO ESTANCIAS DR,VINTON,TX,79821-9341,US,(915) 443-6162,,OSCARCHAVEA7111@YAHOO.COM,16-MAR-22,,,11-JAN-22,TX,1,1,0,0,
1670614,3797414,ORLEM LOGISTIC LLC,,A,N,N,2912 WOODRUFF DR   ,ORLANDO,FL,32837,US,2912 WOODRUFF DR   ,ORLANDO,FL,32837-9053,US,(407) 436-5215,,RAMYTONIO@GMAIL.COM,11-JAN-22,,,11-JAN-22,FL,1,2,0,0,
1670615,3797415,ROAD LIONS GROUP LLC,,A,N,N,13060 BLAKESLEE DR APT A,PHILADELPHIA,PA,19116,US,13060 BLAKESLEE DR APT A,PHILADELPHIA,PA,19116,US,(267) 373-8800,,GEORGIANSHAWARMAPHILLY@GMAIL.COM,13-JAN-22,1.0,2021.0,11-JAN-22,PA,1,1,1,2021,1.0
1670616,3797416,WIDE RANGE LOGISTICS LLC,,A,N,N,7824 MARFA AVE ,FORT WORTH,TX,76116,US,7824 MARFA AVE ,FORT WORTH,TX,76116,US,(817) 703-1938,,WIDERANGELOGISTICS22@GMAIL.COM,14-APR-22,70000.0,2021.0,11-JAN-22,TX,4,3,70000,2021,1.0
