,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
55800,1124854,QUADE'S INC,QUADE'S ELECTRIC,C,N,N,1162 HIGHWAY 7 EAST,HUTCHINSON,MN,55350,US,1162 HIGHWAY 7 EAST,HUTCHINSON,MN,55350,US,(320) 587-3030,(320) 587-5574,QUADE@HUTCHTEL.NET,18-JUL-06,10000.0,2005.0,01-MAY-03,MN,2,2,0,0,
55801,1124857,CLARK BENNETT,AFFORDABLE NEON SERVICE,C,N,N,7051 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46214,US,P O BOX 34375,INDIANAPOLIS,IN,46234,US,(317) 299-6061,,,01-MAY-03,,,01-MAY-03,IN,1,1,0,0,
55802,1124860,DANA THOMSEN,MIDSTATE WOOD PRODUCTS,C,N,N,14603 145TH AVE,FORESTON,MN,56330,US,14603 145TH AVE,FORESTON,MN,56330,US,(320) 294-5708,,,01-MAY-03,,,01-MAY-03,MN,1,1,0,0,
55803,1124864,B K J INC,WATTS FIVE STAR AUTO,C,N,N,4901 15TH ST EAST ,BRADENTON ,FL,34203,US,4901 15TH ST EAST ,BRADENTON ,FL,34203,US,(941) 756-5152,(941) 756-7865,,14-APR-03,35000.0,2002.0,01-MAY-03,FL,2,2,0,0,
55804,1124865,W L TAYLOR & SON INC,,B,N,N,17 LINDEN AVENUE,COOPERSTOWN,NY,13326,US,17 LINDEN AVENUE,COOPERSTOWN,NY,13326,US,(607) 547-9944,(607) 547-9238,,10-MAR-14,125000.0,2013.0,01-MAY-03,NY,5,4,125000,2013,1.0
55805,1124866,LAWRENCE R NEWTON,NEWTON & SONS TRUCKING,C,N,N,956 BEAVER DAM RD,WARSAW,VA,22572,US,956 BEAVER DAM RD,WARSAW,VA,22572,US,(804) 366-1145,(804) 394-4200,NEWTONTRUCKING2015@GMAIL.COM,08-APR-16,6000.0,2015.0,01-MAY-03,VA,1,1,0,0,
55806,1124870,POSITIVELY TR ELECTRIC INC,,C,N,N,11325 163RD ST W,LAKEVILLE,MN,55044,US,11325 163RD ST W,LAKEVILLE,MN,55044,US,(952) 892-8925,(952) 898-5668,BETHT@RYANCONT.COM,01-OCT-03,60000.0,2002.0,01-MAY-03,MN,3,3,0,0,
55807,1124876,AMELIA AND STEPHANIE TRUCKING INC,,C,N,N,2521 DELL ST,FORT WORTH,TX,76111,US,2521 DELL ST,FORT WORTH,TX,76111,US,(817) 205-6787,,AANDSTRUCKING@YAHOO.COM,08-MAY-21,32072.0,2020.0,01-MAY-03,TX,2,2,32072,2020,1.0
55808,1124877,STAN JACOX,ALL CARE GROUNDS MANAGEMENT,C,N,N,300 S CODDINGTON AVE,LINCOLN,NE,68522,US,PO BOX 81651,LINCOLN,NE,68501-1651,US,(402) 438-5115,(402) 438-5115,,01-MAY-03,0.0,,01-MAY-03,NE,8,4,0,0,
55809,1124878,R L COE INC,,B,N,N,556 TOM MILLER RD ,PLATTSBURGH,NY,12901,US,556 TOM MILLER RD ,PLATTSBURGH,NY,12901,US,(518) 563-7238,,,30-DEC-02,70000.0,2002.0,01-MAY-03,NY,3,3,70000,2002,1.0
55810,1124883,ROGER BROWN,R BROWN CONST,C,N,N,821 H STREET,FAIRBURY,NE,68352,US,821 H STREET,FAIRBURY,NE,68352,US,(402) 729-2967,,,01-MAY-03,0.0,,01-MAY-03,NE,1,2,0,0,
