,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
345900,1759287,NTC HOMES INC,,C,N,N,9731 MEADOWLARK LANE,CHANHASSEN,MN,55317,US,9731 MEADOWLARK LANE,CHANHASSEN,MN,55317,US,(952) 445-8524,(952) 445-0132,KLINGELHUTZ3@MSN.COM,07-NOV-12,2000.0,2012.0,10-APR-08,MN,2.0,2,0,0,
345901,1759288,JOHNNY SHELL,D & J LOGGING,C,N,N,5162 ECHO VALLEY RD,LILY,KY,40740,US,5162 ECHO VALLEY RD,LILY,KY,40740,US,(606) 864-2961,,,23-DEC-15,,,10-APR-08,KY,2.0,2,0,0,
345902,1759290,KAYL ENTERPRISES LLC,,C,N,N,2820 E HWY 34,GRAND ISLAND,NE,68801,US,2820 E HWY 34,GRAND ISLAND,NE,68801,US,(308) 384-2200,(308) 384-2254,,09-APR-08,10000.0,2007.0,10-APR-08,NE,3.0,5,0,0,
345903,1759292,DUN-RITE INSULATION LLC,,C,N,N,2508 CR N,STOUGHTON,WI,53589,US,2508 CR N,STOUGHTON,WI,53589,US,(608) 577-9077,,MRFOSS@DUN-RITEINSULATION.COM,11-AUG-22,100000.0,2021.0,10-APR-08,WI,4.0,2,100000,2021,1.0
345904,1759293,KEVIN AND DONLAD EISENGA,SUNSHINE ACRES FARM,C,N,N,7036 HIBMA RD,MARION,MI,49665,US,7036 HIBMA RD,MARION,MI,49665,US,(231) 649-2765,,DUANE7036@ICLOUD.COM,11-MAR-21,10000.0,2021.0,10-APR-08,MI,1.0,3,10000,2021,1.0
345905,1759294,JAMES WINTHROP SAUNDERS CONSTRUCTION INC,,A,N,N,1810 SANDY CROSS,REIDSVILLE,NC,27320,US,1810 SANDY CROSS,REIDSVILLE,NC,27320,US,(336) 951-0807,(336) 347-0145,,28-SEP-22,50000.0,2022.0,10-APR-08,NC,2.0,2,50000,2022,1.0
345906,1759295,HAL HILL,A1 TOWING AND RECOVERY OF FLORIDA,C,N,N,3052 JOE JOHNS ROAD,MIDDLEBURG,FL,32068,US,3052 JOE JOHNS ROAD,MIDDLEBURG,FL,32068,US,(904) 282-0057,(904) 291-3366,HALHILL@BELLSOUTH.NET,21-MAY-21,60000.0,2021.0,10-APR-08,FL,1.0,1,60000,2021,1.0
345907,1759298,D&M ROOFING INC,,C,N,N,1019 SKYLINE DRIVE,ELKHORN,NE,68022,US,1019 SKYLINE DRIVE,ELKHORN,NE,68022,US,(402) 289-4776,(402) 289-4446,,03-AUG-09,10000.0,2007.0,10-APR-08,NE,1.0,1,0,0,
345908,1759302,THE PLAINSMAN INC,PLAINSMAN CONSTRUCTION INC,B,N,N,411 N REPUBLICAN AVE,JUNIATA,NE,68955,US,PO BOX 266,JUNIATA,NE,68955,US,(402) 751-2262,(402) 461-3842,,03-APR-08,10000.0,2007.0,10-APR-08,NE,3.0,4,10000,2007,1.0
345909,1759304,DOUGLASS CRAIG WILKIN,D & L WILKIN FARMS,A,N,N,7587 POCKLINGTON RD,BRITTON,MI,49229,US,7587 POCKLINGTON RD,BRITTON,MI,49229,US,(517) 451-8268,,DOUGLASSCWILKIN@GMAIL.COM,17-APR-22,10000.0,2021.0,10-APR-08,MI,6.0,4,10000,2021,1.0
