,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1922400,745666,KEN'S DAIRY PRODUCTS,,C,N,N,1514 ISETT AVE,MUSCATINE,IA,52761,US,1514 ISETT AVE,MUSCATINE,IA,52761,US,(319) 263-1483,,,,17051,1997.0,01-MAY-98,IA,1,1,0,0,
1922401,745667,WALTER GREIG GODKIN,WALTER GODKIN TRUCKING,C,N,N,HC 84 BOX 16034,MYRTLE POINT,OR,97458,US,HC 84 BOX 16034,MYRTLE POINT,OR,97458,US,(541) 572-1933,,,,0,,01-MAY-98,OR,1,1,0,0,
1922402,745669,YUBA NORTH INC,,C,N,N,6422 BLACKWELL RD,CENTRAL POINT,OR,97502,US,PO BOX 2677,WHITE CITY,OR,97503,US,(541) 664-8874,,,,17944,1997.0,01-MAY-98,OR,3,1,0,0,
1922403,745670,COLUMBIA BASIN CONSTRUCTION INC,,C,N,N,45740 GOPHER FLAT LN,PENDLETON,OR,97801,US,PO BOX 382,PENDLETON,OR,97801,US,(541) 276-2055,,,,0,,01-MAY-98,OR,3,3,0,0,
1922404,745673,R K N B ENTERPRISES,BEST PLUMBING INC,C,N,N,3358 SOUTH 275 EAST,SALT LAKE CITY,UT,84115,US,3358 SOUTH 275 EAST,SALT LAKE CITY,UT,84115,US,(801) 467-8999,(801) 467-1555,BESTWASTE@GMAIL.COM,28-JUN-21,1,2020.0,01-MAY-98,UT,2,2,1,2020,1.0
1922405,745675,GARY MARVIN REPP,R C & M S,C,N,N,16 N GROVELAND,MEDFORD,OR,97504,US,16 N GROVELAND,MEDFORD,OR,97504,US,(541) 770-5838,,,,0,,01-MAY-98,OR,2,3,0,0,
1922406,745676,NORTHERLAND EXCAVATING LC,,C,N,N,50 W 200 N,KAMAS,UT,84036,US,PO BOX 680631,PARK CITY,UT,84068,US,(435) 649-4838,(435) 655-8203,,,0,,01-MAY-98,UT,5,6,0,0,
1922407,745677,MIKE KLAUCK CONSTRUCTION COMPANY INC,,C,N,N,881 NORTH 400 EAST,SPRINGVILLE,UT,84663,US,PO BOX 489,SPRINGVILLE,UT,84663,US,(801) 489-8162,(801) 489-0063,,18-FEB-15,3000,2014.0,01-MAY-98,UT,1,2,0,0,
1922408,745678,NATIONAL COMMUNICATIONS & TECHNOLOGIES LLC,,C,N,N,402 E 800 N,SPRINGVILLE,UT,84663,US,PO BOX 421,SPRINGVILLE,UT,84663-0421,US,(801) 491-8659,(801) 489-0063,,,0,,01-MAY-98,UT,1,1,0,0,
1922409,745679,C-YA TRANSPORT INC,,C,N,N,5222 WEST ASTER DRIVE,GLENDALE,AZ,85304,US,PO BOX 6915,GLENDALE,AZ,85312-6915,US,(602) 938-4854,(602) 843-6502,,16-MAR-07,50000,2006.0,01-MAY-98,AZ,1,2,0,0,
1922410,745680,RW STRIPING INC,,C,N,N,3005 S MAIN STREET,SO SL,UT,84115,US,PO BOX 1316,WEST JORDAN,UT,84081,US,(801) 886-2930,(801) 886-2931,RALPH@RWSTRIPING.COM,15-APR-21,5000,2020.0,01-MAY-98,UT,2,2,5000,2020,1.0
1922411,745681,PEPSI COLA BOTTLING CO OF BEND,,C,N,N,2440 NE 4TH ST,BEND,OR,97701,US,2440 NE 4TH ST,BEND,OR,97701,US,(541) 382-4495,,,,150000,1997.0,01-MAY-98,OR,18,27,0,0,
1922412,745682,MIKE CONWAY CONSTRUCTION INC,,C,N,N,3189 N HIGLEY RD,OGDEN,UT,84404,US,3189 N HIGLEY RD,OGDEN,UT,84404,US,(801) 731-7148,(801) 731-2036,,,0,,01-MAY-98,UT,1,2,0,0,
1922413,745683,ZIG ZAG ENTERPRISES INC,,C,N,N,67000 E BARLOW TRAIL RD,RHODODENDRON,OR,97049,US,PO BOX 370,RHODODENDRON,OR,97049,US,(503) 622-4671,,,,0,,01-MAY-98,OR,2,2,0,0,
1922414,745684,BITNER EXCAVATING,,C,N,N,3936 S 2900 E,SALT LAKE CITY,UT,84124,US,3936 S 2900 E,SALT LAKE CITY,UT,84124,US,(801) 272-2724,,,,0,,01-MAY-98,UT,1,2,0,0,
1922415,745685,PARKIN MOTOR CO,,C,N,N,131 S MAIN,NEPHI,UT,84648,US,131 S MAIN,NEPHI,UT,84648,US,(435) 623-0222,(435) 623-2117,,,0,,01-MAY-98,UT,1,2,0,0,
1922416,745686,DON SHEPHERD INC,,C,N,N,2385 LIBERTY NE,SALEM,OR,97303,US,2385 LIBERTY NE,SALEM,OR,97303,US,(503) 581-9417,,,,2500,1997.0,01-MAY-98,OR,1,1,0,0,
1922417,745687,FURNITURE MATTRESS SUPPLY CO INC,E M S,C,N,N,16 W CENTRAL AVE,MURRAY,UT,84107,US,16 W CENTRAL AVE,MURRAY,UT,84107,US,(801) 261-0565,,,,0,,01-MAY-98,UT,1,2,0,0,
1922418,745689,KASTLE ROCK EXCAVATION & DEVELOPMENT,,B,N,N,244WEST SOUTH WEBER DR,SOUTH WEBER,UT,84405,US,244WEST SOUTH WEBER DR,SOUTH WEBER,UT,84405,US,(801) 479-5364,(801) 479-5376,JENI.KASTLEROCK@GMAIL.COM,11-SEP-08,160000,2005.0,01-MAY-98,UT,8,4,169000,2014,3.0
1922419,745690,GOSSAMER INVESTMENT,GOSSAMER STEEL FABRICATION INC,C,N,N,5300 W OLD BINGHAM HWY,WEST JORDAN,UT,84088,US,5300 W OLD BINGHAM HWY,WEST JORDAN,UT,84088,US,(801) 280-8885,,,,0,,01-MAY-98,UT,1,1,0,0,
1922420,745691,MAXIE CHEPAS CHEPOOSE,MC & MC DISPOSAL & TRUCKING,C,N,N,5700 EAST HWY 40,ROOSEVELT,UT,84066,US,BOX 2435 RT 2,ROOSEVELT,UT,84066,US,(435) 722-5184,,,,0,,01-MAY-98,UT,3,3,0,0,
1922421,745693,MICHAEL E SIMMONS,THE COMPETITIVE EDGE PROPERTY MAINTENANCE LC,C,N,N,11147 SO WYNGATE LANE,SANDY,UT,84092,US,1784 WEST 500 SOUTH STE 100,SALT LAKE CITY,UT,84104,US,(801) 977-9252,(801) 977-1116,COMPETITIVEEDGE@QUEST.NET,13-MAR-01,0,,01-MAY-98,UT,5,5,0,0,
