,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
362800,1792919,RAY'S USED EQUIPMENT LLC,,C,N,N,308 WEST SCHAFER,HOWELL,MI,48843,US,308 WEST SCHAFER,HOWELL,MI,48843,US,(517) 540-9999,(517) 540-9809,RES0628@ATT.NET,17-JUL-08,0.0,,17-JUL-08,MI,1,1,0,0,
362801,1792924,TWO BROTHERS AUTOMOTIVE,,C,N,N,5249 LOUISVILLE RD,BOWLING GREEN,KY,42101,US,5249 LOUISVILLE RD,BOWLING GREEN,KY,42101,US,(270) 202-5047,,SHANNONDOYLE4@AOL.COM,09-MAY-22,10000.0,2020.0,17-JUL-08,KY,4,4,10000,2020,1.0
362802,1792926,DEMOCYCLE SERVICES LLC,,C,N,N,306 TOLLAND STREET,EAST HARTFORD,CT,06108,US,306 TOLLAND STREET,EAST HARTFORD,CT,06108,US,(860) 289-8691,(860) 289-1499,,11-MAR-11,,,17-JUL-08,CT,1,1,0,0,
362803,1792927,BALJINDER SINGH,J P S,A,N,N,4001 KATIE ELDER CT,BAKERSFIELD,CA,93313,US,4001 KATIE ELDER CT,BAKERSFIELD,CA,93313,US,(661) 808-8853,,JPSMALK@YAHOO.COM,09-MAR-22,107025.0,2021.0,17-JUL-08,CA,1,1,107025,2021,1.0
362804,1792929,THE DOHERTY WINDOW COMPANY INC,THE DOHERTY WINDOW COMPANY,C,N,N,110 N PERRY STREET,JOHNSTOWN,NY,12095-2155,US,110 N PERRY STREET,JOHNSTOWN,NY,12095-2155,US,(518) 762-4447,(518) 762-0045,JASONMYLOTT@DOHERTYWINDOW.COM,02-AUG-20,65000.0,2019.0,17-JUL-08,NY,1,1,0,0,
362805,1792931,CHINO INVESTMENTS INC,CHINO RENTALS,C,N,N,1181 N HWY 89,CHINO VALLEY,AZ,86323,US,1181 N HWY 89,CHINO VALLEY,AZ,86323,US,(928) 636-2026,,,12-JAN-12,175000.0,2011.0,17-JUL-08,AZ,8,6,0,0,
362806,1792933,HAMBLIN ENTERPRISE LLC,HAMBLIN EXPRESS,C,N,N,1460 115TH ST NW LOT 188,RICE,MN,56367,US,1460 115TH ST NW LOT 188,RICE,MN,56367,US,(320) 223-1404,,HAMBLINEXPRESS@AOL.COM,01-JUL-14,20000.0,2014.0,17-JUL-08,MN,1,2,0,0,
362807,1792935,JORGE EDUARDO RAMIREZ CARBAJAL,JERC TRUCKING,A,N,N,8750 SIEMPRE VIVA RD,SAN DIEGO,CA,92154,US,4630 BORDER VILLAGE RD NO 1677,SAN YSIDRO,CA,92173,US,(619) 534-8687,(323) 265-0957,OFICINAJERC@HOTMAIL.COM,19-MAY-21,47029.0,2020.0,17-JUL-08,CA,2,2,47029,2020,1.0
362808,1792938,LAKESIDE MASONRY INC,,C,N,N,27 SCHOOL STREET,SARANAC LAKE,NY,12983,US,27 SCHOOL STREET,SARANAC LAKE,NY,12983,US,(518) 891-5269,(518) 891-5269,,17-JUL-08,,,17-JUL-08,NY,1,3,0,0,
362809,1792940,EUGENE RONNING,,C,N,N,1301 WEST MAIN ST,ASHLAND,WI,54806,US,1301 WEST MAIN ST,ASHLAND,WI,54806,US,(715) 682-9908,,,17-JUL-08,,,17-JUL-08,WI,2,2,0,0,
362810,1792943,ELIO CERRONE,CERRONE BUILDERS INC,C,N,N,51 OAK VALLEY WAY,QUEENSBURY,NY,12804,US,51 OAK VALLEY WAY,QUEENSBURY,NY,12804,US,(518) 798-4206,(518) 743-1414,CERRONEBUILDERS@YAHOO.COM,17-JUL-08,,,17-JUL-08,NY,1,2,0,0,
362811,1792944,JOAN PRIDA,,C,N,N,4520 W JEAN ST,TAMPA,FL,33614,US,4520 W JEAN ST,TAMPA,FL,33614,US,(813) 477-0814,,,17-JUL-08,,,17-JUL-08,FL,1,1,0,0,
362812,1792945,JAMES VIOLA,JIM VIOLA FARMS,A,N,N,1383 BUCKHALL RD,BOSSER CITY,LA,71111,US,1383 BUCKHALL RD,BOSSER CITY,LA,71111,US,(318) 465-2971,,VIOLAFARMS2@YAHOO.COM,17-AUG-22,6000.0,2021.0,17-JUL-08,LA,1,2,6000,2021,1.0
362813,1792947,TODD DUANE GULICK,DISTRIBUTOR OF PEPPERIDGE FARM BAKED GOODS,C,N,N,8517 CORRISON RD,GRAND LEDGE,MI,48837,US,8517 CORRISON RD,GRAND LEDGE,MI,48837,US,(517) 515-6019,,TODDGULICK@CABLESPEED.COM,11-JUN-14,164000.0,2013.0,17-JUL-08,MI,1,1,0,0,
362814,1792952,MARTIN WASSON,DECORATIVE STONEWALL CONSTRUCTION LLC,C,N,N,500 SOUTH NYSSA AVE,BROKEN ARROW,OK,74012,US,500 SOUTH NYSSA AVE,BROKEN ARROW,OK,74012,US,(918) 459-0537,,MDWASSON@COX.NET,17-JUL-08,,,17-JUL-08,OK,1,1,0,0,
362815,1792957,DONALD JASON WHITE,DJ WHITE CONSTRUCTION,C,N,N,18585 PASCAL DR NW,ELK RIVER,MN,55330,US,18585 PASCAL DR NW,ELK RIVER,MN,55330,US,(763) 439-8152,,,17-JUL-08,20000.0,2007.0,17-JUL-08,MN,1,1,0,0,
362816,1792959,STEVEN POLASEK,COMPLETE FOOD SERVICE,C,N,N,1575 DIVISION,DETROIT,MI,48207,US,1575 DIVISION,DETROIT,MI,48207,US,(313) 832-3500,,,17-JUL-08,,,17-JUL-08,MI,1,2,0,0,
362817,1792960,TROELSEN EXCAVATING CO,,C,N,N,1395 ROCHESTER RD,TROY,MI,48083,US,1395 ROCHESTER RD,TROY,MI,48083,US,(248) 588-3570,(248) 588-4660,,17-JUL-08,,,17-JUL-08,MI,8,7,0,0,
362818,1792962,WEIGHING & SYSTEMS TECH INC,,C,N,N,4558 MORGAN PLACE,LIVERPOOL,NY,13088,US,PO BOX 716,LIVERPOOL,NY,13088,US,(315) 451-7940,(315) 453-5683,,17-JUL-08,,,17-JUL-08,NY,1,1,0,0,
362819,1792966,DAVID LAVERL SMITH JR,SMITH SAND & GRAVEL,C,N,N,2202 TRADERS RD,GREENVILLE,TX,75402,US,2202 TRADERS RD,GREENVILLE,TX,75402,US,(903) 456-2728,,DLAVERLS@YAHOO.COM,21-MAY-18,30000.0,2015.0,17-JUL-08,TX,1,1,0,0,
362820,1792967,CAPITOL WASTE SERVICES LLC,,C,N,N,306 HIGHVIEW DRIVE,STRATFORD,CT,06614,US,P O BOX 605,STRATFORD,CT,06614,US,(203) 334-6100,(203) 334-6800,,09-AUG-13,,,17-JUL-08,CT,4,2,0,0,
362821,1792973,CURTIS B WRIGHT,WRIGHT WAY MOWING AND LAWN CARE,C,N,N,15862 RIVER BIRCH RD,WESTFIELD,IN,46074,US,PO BOX 172,WESTFIELD,IN,46074,US,(317) 428-7102,,,17-JUL-08,,,17-JUL-08,IN,2,3,0,0,
362822,1792975,BENJAMIN MCCLELLAN,POPPY TRANSPORT,A,N,N,302 6TH AVE W APT 502,NEWARK,NJ,07107,US,302 6TH AVE W APT 502,NEWARK,NJ,07107,US,(718) 753-9140,(201) 955-0010,,23-DEC-20,18678.0,2020.0,17-JUL-08,NJ,1,1,18678,2020,1.0
362823,1792976,KBE EXPRESS LLC,,A,N,N,621 W ROSECRANS AVE STE 301,GARDENA,CA,90248,US,PO BOX 1491,INGLEWOOD,CA,90308,US,(310) 684-2566,,KBEXPRESS@CA.RR.COM,22-JUL-22,17000.0,2021.0,17-JUL-08,CA,1,1,17000,2021,1.0
362824,1792978,SAKATA SEED AMERICA,,A,N,N,18095 SERENE DRIVE,MORGAN HILL,CA,95037,US,18095 SERENE DRIVE,MORGAN HILL,CA,95037,US,(408) 778-7758,,TDO-CAMBRIDGE@SAKATA.COM,08-DEC-21,23000.0,2020.0,17-JUL-08,CA,6,1,23000,2020,1.0
362825,1792980,NORRIS G SCOTT,SWIFTY COURIER SERVICES LLC,C,N,N,390 E WESTERN AVE,SONORA,KY,42776,US,1836 SONORA HARDING SPRING ROA,SONORA,KY,42776,US,(270) 234-3061,,,21-JUL-08,,,17-JUL-08,KY,4,4,0,0,
362826,1792990,RAFAEL G GOMEZ,RAFAEL GOMEZ TRUCKING,C,N,N,824 S NUEVO LEON LANE,OTHELLO,WA,99344,US,P O BOX 2818,OTHELLO,WA,99344,US,(509) 488-5955,(509) 488-0498,,04-DEC-08,,,17-JUL-08,WA,1,1,0,0,
362827,1792992,ACE STEEL ERECTION INC,,C,N,N,2775 8TH STREET,SHELBYVILLE,MI,49344,US,2775 8TH STREET,SHELBYVILLE,MI,49344,US,(269) 792-0311,(269) 792-0372,ANNETCOVINGTON@AOL.COM,17-JUL-08,,,17-JUL-08,MI,3,1,0,0,
362828,1792995,ADERIAN TRANSPORTATION INC,,A,N,N,10910 DEMPSEY AVE,GRANADA HILLS,CA,91344,US,10910 DEMPSEY AVE,GRANADA HILLS,CA,91344,US,(818) 849-0878,,,30-NOV-21,48111.0,2021.0,17-JUL-08,CA,1,1,48111,2021,1.0
362829,1792997,BRIAN LOCKE TRUCKING INC,,A,N,N,1423 MCMICKEN ST,RAWLINS,WY,82301,US,PO BOX 248,RAWLINS,WY,82301,US,(307) 328-5248,(307) 370-4070,BLT_INC@YAHOO.COM,26-OCT-22,623000.0,2021.0,17-JUL-08,WY,19,13,692820,2022,3.0
362830,1793002,HOMELAND GAS & OIL LTD,,B,N,N,1818 W 2000 S UNIT B,ROOSEVELT,UT,84066,US,15587 HURON ST,BROOMFIELD,CO,80020,US,(435) 724-4240,(720) 225-0890,DLCONNOLLY@Q.COM,17-JUL-08,,,17-JUL-08,UT,4,6,0,0,
362831,1793003,ZUHL BROS INC,HIGHLITE HOMES AND ZUHL BROS,C,N,N,1648 TOWNLINE RD,BENTON HARBOR,MI,49022,US,1648 TOWLINE RD,BENTON HARBOR,MI,49022,US,(269) 757-2620,,FIRELANE30@GMAIL.COM,01-AUG-20,1.0,2020.0,17-JUL-08,MI,1,1,1,2020,1.0
362832,1793007,CENTURY ELEVATOR INC,,A,N,N,6801 MARLBORO PIKE,FORESTVILLE,MD,20747,US,6801 MARLBORO PIKE,FORESTVILLE,MD,20747,US,(301) 669-0433,,CHARLIEC@CENTURYELEVATOR.NET,12-MAY-22,69000.0,2021.0,17-JUL-08,MD,2,2,69000,2021,1.0
362833,1793010,WILLIAM FLETCHER,,C,N,N,77867 ANGLING RD,RICHMOND,MI,48062,US,77867 ANGLING RD,RICHMOND,MI,48062,US,(586) 465-0942,(586) 465-0942,LAWFLETCH@ATT.NET,27-OCT-09,12000.0,2008.0,17-JUL-08,MI,1,2,0,0,
362834,1793012,JOSAFAT VASQUEZ,VASQUEZ TRUCKING,A,N,N,9989 CATAWBA AVENUE,FONTANA,CA,92335,US,9989 CATAWBA AVENUE,FONTANA,CA,92335,US,(626) 922-1312,,JOSAFATV16@GMAIL.COM,27-APR-22,97193.0,2021.0,17-JUL-08,CA,1,1,97193,2021,1.0
362835,1793017,MIKE'S REPAIR & FABRICATION LLC,,A,N,N,1029 N HIGHWAY 69,FRONTENAC,KS,66763,US,1029 N HWY 69,FRONTENAC,KS,66763-8100,US,(620) 235-0061,(620) 308-6680,MIKESREPAIRANDFABRICATION_LLC@YAHOO.COM,23-FEB-21,7009.0,2020.0,17-JUL-08,KS,1,1,7009,2020,1.0
362836,1793019,AGRON IVEZAJ,PEACOCK DISTRIBUTION,C,N,N,47852 RACEWOOD DRIVE,MACOMB,MI,48044,US,47852 RACEWOOD DRIVE,MACOMB,MI,48044,US,(586) 634-9027,,,17-JUL-08,0.0,,17-JUL-08,MI,2,1,0,0,
362837,1793021,MARK SEEDING SERVICES INC,,C,N,N,9662 NEW HOPE RD,GALT,CA,95632,US,PO BOX 187,GALT,CA,95632,US,(209) 745-0491,,VICKI.GREEN@MARKSEEDING.COM,29-MAR-22,50000.0,2021.0,17-JUL-08,CA,9,4,50000,2021,1.0
362838,1793022,JAMES SOMERS,SHADE TREE DESIGN,C,N,N,2820 N SNELLING AVE APT 502,ROSEVILLE,MN,55113,US,2820 N SNELLING AVE APT 502,ROSEVILLE,MN,55113,US,(651) 633-4127,,,31-MAY-11,,,17-JUL-08,MN,2,1,0,0,
362839,1793023,FELIX BETANCOURT,,C,N,N,130 NW 57 CT,MIAMI,FL,33126,US,130 NW 57 CT,MIAMI,FL,33126,US,(786) 326-2962,,,17-JUL-08,,,17-JUL-08,FL,1,1,0,0,
362840,1793024,EUGENE SCHRUNK,GENES COMMERCIAL SERVICES,C,N,N,2971 US HIGHWAY 59,MARSHALL,MN,56258,US,2971 US HIGHWAY 59,MARSHALL,MN,56258,US,(507) 532-9048,(507) 537-6931,,25-JUL-08,,,17-JUL-08,MN,4,3,0,0,
362841,1793025,QUAKER TRACE TRACTOR INC,,A,N,N,3598 QUAKER TRACE RD,WEST ALEXANDRIA,OH,45381,US,3598 QUAKER TRACE RD,WEST ALEXANDRIA,OH,45381,US,(937) 787-3911,(937) 787-3550,,11-MAR-22,1437.0,2021.0,17-JUL-08,OH,1,4,1437,2021,1.0
362842,1793026,AUREL GREONJANC,G A PRODUCE DELIVERY,C,N,N,89-34 AUBREY AVE,GLENDALE,NY,11385,US,89-34 AUBREY AVE,GLENDALE,NY,11385,US,(718) 275-7645,,,17-JUL-08,,,17-JUL-08,NY,1,1,0,0,
362843,1793028,KDK TOOLS LLC,AUTHORIZED DISTRIBUTOR OF MATCO TOOLS,C,N,N,7211 SW 5TH ST,NORTH LAUDERDALE,FL,33068,US,7211 SW 5TH ST,NORTH LAUDERDALE,FL,33068,US,(954) 594-6735,(954) 721-0880,ISAKK@COMCAST.NET,10-FEB-08,,,17-JUL-08,FL,1,1,0,0,
362844,1793031,ELZINGA MASONRY INC,,C,N,N,6896 HENDRICKS ST,MERRILLVILLE,IN,46410,US,6896 HENDRICKS ST,MERRILLVILLE,IN,46410,US,(219) 793-9479,,,17-JUL-08,,,17-JUL-08,IN,1,2,0,0,
362845,1793032,MICHAEL BURSE,,C,N,N,2157 MORELAND AVE,ATLANTA,GA,30315,US,2157 MORELAND AVE,ATLANTA,GA,30315,US,(404) 551-7397,,,17-JUL-08,10000.0,2007.0,17-JUL-08,GA,1,1,0,0,
362846,1793033,LITTLE OTTS INC,,A,N,N,47297 HWY 2,MALTA,MT,59538,US,PO BOX 42,MALTA,MT,59538-0009,US,(406) 654-7033,(406) 654-2495,ERICDOTTINGER@YAHOO.COM,18-OCT-22,20000.0,2021.0,17-JUL-08,MT,1,1,20000,2021,1.0
362847,1793037,GM TRANSPORT INC,,A,N,N,3510 N 2ND ST,LINCOLN,NE,68521,US,3510 N 2ND ST,LINCOLN,NE,68521,US,(402) 474-9254,,GM.TRANSPORT@LIVE.COM,19-APR-22,672418.0,2021.0,17-JUL-08,NE,8,8,672418,2021,1.0
