,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1336400,3401119,STANLEY HOWARD ENFRANCHISE INC,SHEI,C,N,N,2572 21ST ST  ,SACRAMENTO,CA,95818-2523,US,2572 21ST ST  ,SACRAMENTO,CA,95818-2523,US,(888) 900-5507,(888) 878-6660,ISSUER@YOLANDALEWIS.COM,27-FEB-20,,,27-FEB-20,CA,0,0,0,0,
1336401,340112,STEVEN POUNDERS,STEVE POUNDERS TRUCKING,A,N,N,5644 JOHNSON RD,COLOMA,MI,49038,US,5644 JOHNSON RD,COLOMA,MI,49038,US,(269) 468-5039,,,16-JAN-21,65000.0,2020.0,11-JAN-89,MI,1,1,65000,2020,1.0
1336402,3401120,VINCE'S HAULING LLC,,C,N,N,1703 CONLEY RD,MORGANTON,NC,28655,US,1703 CONLEY RD,MORGANTON,NC,28655,US,(828) 217-2146,(828) 217-2146,VINCESHARDWOOD@YAHOO.COM,07-APR-22,10000.0,2021.0,27-FEB-20,NC,1,1,10000,2021,1.0
1336403,3401124,SUCCESS LINES LLC,,C,N,N,133 HAVEN RIDGE DR,MCDONOUGH,GA,30253-2910,US,133 HAVEN RIDGE DR,MCDONOUGH,GA,30253-2910,US,(951) 378-5422,,MSBRENDA000@YAHOO.COM,01-MAY-22,,,27-FEB-20,GA,1,1,0,0,
1336404,3401126,ESDRAS VICTORIO,VICTORIO'S LANDSCAPING & CONSTRUCCION,C,N,N,38 CHESTNUT ST # 1  ,LYNN,MA,01902-3042,US,38 CHESTNUT ST # 1  ,LYNN,MA,01902-3042,US,(978) 332-0457,,ESDRASVICTORIO@GMAIL.COM,27-FEB-20,,,27-FEB-20,MA,1,1,0,0,
1336405,3401127,M E DELLICKER CONSTRUCTION COMPANY,,C,N,N,305 WASHINGTON ST,HOLLISTON,MA,01746-1347,US,305 WASHINGTON ST,HOLLISTON,MA,01746-1347,US,(508) 429-0001,,MEDELLICKER@GMAIL.COM,27-FEB-20,,,27-FEB-20,MA,2,4,0,0,
1336406,3401128,TRUE NORTH OUTPOST CO,TRUE NORTH OUTPOST,A,N,Y,W5768 PIERS GORGE RD,NORWAY,MI,49870,US,W5768 PIERS GORGE RD,NORWAY,MI,49870-2034,US,(906) 239-4971,,EVANBLAGECTNO@GMAIL.COM,29-APR-22,5000.0,2019.0,27-FEB-20,MI,4,9,5700,2021,3.0
1336407,3401129,RITCHEY FARMS INC,,A,N,N,6325 E 500 S,CUTLER,IN,46920-9364,US,PO BOX 67,BURLINGTON,IN,46915-0067,US,(765) 776-6790,,ROGER.RITCHEY@ATT.NET,30-SEP-22,10000.0,2021.0,27-FEB-20,IN,3,1,10000,2021,1.0
1336408,3401130,AMOROS TRANSPORT LLC,,C,N,N,1030 ESSEX AVE  ,LINDEN,NJ,07036-2234,US,1030 ESSEX AVE  ,LINDEN,NJ,07036-2234,US,(201) 250-3116,,AMOROSTRUCKING@YAHOO.COM,27-FEB-20,,,27-FEB-20,NJ,2,2,0,0,
1336409,3401131,PATRICIA MARTINEZ MOVING,PATRICIA MARTINEZ REYES,C,N,N,9010 W LITTLE YORK RD # 200  ,HOUSTON,TX,77040-4114,US,14734 YELLOW BEGONIA DR  ,CYPRESS,TX,77433-6712,US,(832) 679-2342,,PATRICIAM0717@GMAIL.COM,27-FEB-20,,,27-FEB-20,TX,1,2,0,0,
1336410,3401132,ZACHARY GRIFFEN,BIG ZACKS TIRE SHACK,C,N,N,1407 WATERFORD DR  ,KILLEEN,TX,76542-3952,US,1407 WATERFORD DR  ,KILLEEN,TX,76542-3952,US,(254) 338-7357,,BIGZACKK7@YAHOO.COM,27-FEB-20,,,27-FEB-20,TX,1,1,0,0,
1336411,3401133,PENA RELOCATION SERVICES,,C,N,N,16222 ROYAL MILE LN  ,HOUSTON,TX,77084-2832,US,16222 ROYAL MILE LN  ,HOUSTON,TX,77084-2832,US,(832) 933-1503,,PENA.RELOCATION@GMAIL.COM,27-FEB-20,,,27-FEB-20,TX,3,6,0,0,
