,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
170300,1392359,WASLEY EXCAVATING LLC,,C,N,N,125 LAST CHANCE,BUTTE,MT,59701,US,P O BOX 3317,BUTTE,MT,59702,US,(406) 491-1561,(406) 782-5392,AWASLEY@QWESTOFFICE.NET,21-SEP-21,100000.0,2020.0,07-JUL-05,MT,24,15,100000,2020,1.0
170301,1392360,M P BEVERAGE SERVICE INC,,C,N,N,1 GREYSTONE CIRCLE,BRONXVILLE,NY,10708,US,1 GREYSTONE CIRCLE,BRONXVILLE,NY,10708,US,(646) 772-8686,,,06-NOV-19,,,07-JUL-05,NY,1,1,0,0,
170302,1392362,LOUIS M LEPES,,C,N,N,634 MOHICAN LAKE RD,GLEN SPEY,NY,12737,US,634 MOHICAN LAKE RD,GLEN SPEY,NY,12737,US,(845) 856-4572,(845) 355-4040,,07-JUL-05,1000.0,2004.0,07-JUL-05,NY,1,1,0,0,
170303,1392363,ROBIN L MCEATHRON,ROMAC ENTERPRISE LLC,C,N,N,25189 271ST AVENUE,HOLCOMBE,WI,54745,US,25189 271ST AVENUE,HOLCOMBE,WI,54745,US,(715) 595-4963,,,30-AUG-05,8000.0,2004.0,07-JUL-05,WI,1,1,0,0,
170304,1392368,PEDRO ESCOBEDO,PETE ESCOBEDO TRUCKING,C,N,N,714 57TH ST NW,ALBUQUERQUE,NM,87105,US,714 57TH ST NW,ALBUQUERQUE,NM,87105,US,(505) 379-3513,,,07-JUL-05,10000.0,2004.0,07-JUL-05,NM,1,1,0,0,
170305,1392369,KOUBA WELL DRILLING INC,,C,N,N,1003 WOOD AVE,HILLSBORO,WI,54634,US,1003 WOOD AVE,HILLSBORO,WI,54634,US,(608) 489-3118,(608) 489-3419,,07-JUL-05,,,07-JUL-05,WI,10,7,0,0,
170306,1392372,BIDIGARE CONTRACTORS INC,,C,N,N,7820 CHUBB ROAD,NORTHVILLE,MI,48167,US,P O BOX 700464,PLYMOUTH,MI,48170,US,(248) 735-1113,(248) 735-1114,EXCAVI@AOL.COM,07-JUL-05,252273.0,2005.0,07-JUL-05,MI,2,2,0,0,
170307,1392373,HECK ENTERPRIZES,,C,N,N,1228 AGATE RD,PRINCETON,MN,55371,US,1228 AGATE RD,PRINCETON,MN,55371,US,(763) 856-3104,(763) 856-3104,,07-JUL-05,,,07-JUL-05,MN,1,1,0,0,
170308,1392374,BATAVIA RESTAURANT SUPPLY INC,,C,N,N,301 WEST MAIN ST,BATAVIA,NY,14020,US,301 WEST MAIN ST,BATAVIA,NY,14020,US,(585) 343-2139,(585) 343-8666,,07-JUL-05,,,07-JUL-05,NY,2,4,0,0,
170309,1392376,TIMMIE LANE ERVIN,ERVIN LOGGING,C,N,N,49 BRENTWOOD SCHOOL RD,GREENSBURG,KY,42743,US,49 BRENTWOOD SCHOOL RD,GREENSBURG,KY,42743,US,(270) 565-3760,,,07-JUL-05,12000.0,2004.0,07-JUL-05,KY,1,1,0,0,
170310,1392377,GREENHAVEN LANDSCAPES INC,,A,N,N,2012 HORIZON CT,ZION,IL,60099,US,PO BOX 534,LAKE BLUFF,IL,60044,US,(847) 872-9700,(847) 872-9701,INFO@MYGREENHAVEN.COM,07-DEC-21,50000.0,2020.0,07-JUL-05,IL,8,9,50000,2020,1.0
170311,1392378,KENNETH R HEIM,SUPERIOR BLACKTOP,C,N,N,6940 CLINTON ST,ELMA,NY,14059,US,6940 CLINTON ST,ELMA,NY,14059,US,(716) 681-7951,(716) 681-7951,,07-JUL-05,5000.0,2004.0,07-JUL-05,NY,1,1,0,0,
170312,1392379,VAUGHN LOGISTICS LLC,,C,N,N,41 VAUGHN ROAD,SANDY HOOK,KY,41171,US,41 VAUGHN ROAD,SANDY HOOK,KY,41171,US,(606) 738-9606,,MOTORCARRIERSOLUTIONS@YAHOO.COM,19-MAY-22,23903.0,2020.0,07-JUL-05,KY,1,1,23903,2020,1.0
170313,1392381,WOODS HILL SERVICE GROUP LLC,,C,N,N,28 EDWARD ROAD,MIDDLEBURY,CT,06762-3119,US,28 EDWARD ROAD,MIDDLEBURY,CT,06762-3119,US,(203) 758-2059,(203) 758-2099,PATERSPLACEUSE@YAHOO.COM,14-FEB-22,50000.0,2014.0,07-JUL-05,CT,2,1,0,0,
170314,1392383,KELLEY INSULATION LLC,KELLEY INSULATION,C,N,N,26644 S 4360 ROAD,VINITA,OK,74301,US,26644 S 4360 ROAD,VINITA,OK,74301,US,(918) 740-3375,,LONNIEKELLY62@GMAIL.COM,10-FEB-22,3000.0,2021.0,07-JUL-05,OK,2,1,3000,2021,1.0
170315,1392387,MARK W UDELHOVEN,M&L SIDING & REMODELING,C,N,N,16370 HWY 60,BLUE RIVER,WI,53518,US,16370 HWY 60,BLUE RIVER,WI,53518,US,(608) 537-2636,(608) 537-2636,MANDLSIDING@YAHOO.COM,04-JUL-05,,,07-JUL-05,WI,1,1,0,0,
170316,1392388,JAY-K INDEPENDENT LUMBER CORP,,C,N,N,8448 SENECA TURNPIKE,NEW HARTFORD,NY,13413,US,PO BOX 378,NEW HARTFORD,NY,13413,US,(315) 735-4475,(315) 735-0425,CJUBIS@USAWOOD.COM,15-AUG-22,124660.0,2021.0,07-JUL-05,NY,6,4,124660,2021,1.0
170317,1392390,BERG POLE LINE CONSTRUCTION INC,,C,N,N,325 ROOSEVELT TRAIL,CASCO,ME,04015,US,325 ROOSEVELT TRAIL,CASCO,ME,04015,US,(207) 655-2101,(925) 905-4574,,30-MAY-06,14400.0,2005.0,07-JUL-05,ME,2,1,0,0,
170318,1392397,SCOTT L KUCKO,HOOCH'S HARDWOODS & MASONRY,C,N,N,2638 22ND STREET,RICE LAKE,WI,54868,US,2638 22ND STREET,RICE LAKE,WI,54868,US,(715) 296-6012,,,07-JUL-05,5000.0,2005.0,07-JUL-05,WI,1,1,0,0,
170319,1392400,DOUBLE S COMPANY,,C,N,N,149 HARBOR RD,SWAN ISLAND,ME,04685,US,149 HARBOR RD,SWAN ISLAND,ME,04685,US,(207) 526-4387,,DOUBLES@TDS.NET,12-NOV-20,2100.0,2020.0,07-JUL-05,ME,5,2,2100,2020,1.0
170320,1392403,SZCZEPANSKI CONSTRUCTION LLC,,A,N,N,204 HARDY ROAD,JOHNSON CITY,NY,13790,US,204 HARDY ROAD,JOHNSON CITY,NY,13790,US,(607) 766-9068,,DIGDIRT50@YAHOO.COM,23-JAN-22,4581.0,2021.0,07-JUL-05,NY,2,2,4581,2021,1.0
170321,1392407,PRODUCE COMPANY OF NEW ENGLAND INC,,C,N,N,424 BROAD ST,FITCHBURG,MA,01420,US,424 BROAD ST,FITCHBURG,MA,01420,US,(978) 343-4839,(978) 343-3966,,18-AUG-14,100000.0,2013.0,07-JUL-05,MA,2,2,0,0,
