,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1173400,3164032,AGRICULTURAL SOLUTIONS LLC,,C,N,N,911 AMBORT WAY,WOODLAND,CA,95695-4502,US,PO BOX 236,WOODLAND,CA,95776-0236,US,(530) 304-2500,(530) 669-1618,AGRICULTURALSOLUTIONSLLC@GMAIL.COM,05-OCT-21,2500.0,2020.0,23-JUL-18,CA,1.0,2,2500,2020,1.0
1173401,3164034,TRANSCENDING ENTERPRISES LLC,,A,N,N,47 MEADOW DR,ELLAVILLE,GA,31806-8922,US,47 MEADOW DR,ELLAVILLE,GA,31806-8922,US,(229) 591-9005,,TRANSCENDINGLLC@GMAIL.COM,04-MAR-21,3000.0,2020.0,23-JUL-18,GA,1.0,2,3000,2020,1.0
1173402,3164037,GABRIEL A ZARAZUA,ZOMBIE TRUCKING,C,N,N,2544 ANGELRODT,NEW BRAUNFELS,TX,78132,US,2544 ANGELRODT,NEW BRAUNFELS,TX,78132,US,(210) 284-7892,,TERESAZARAZUA@HOTMAIL.COM,30-JUL-21,43573.0,2021.0,23-JUL-18,TX,1.0,1,43573,2021,1.0
1173403,3164039,PARAGON SITE SOLUTIONS LLC,,A,N,N,372 EAST MAIN STREET,ROCK HILL,SC,29730,US,372 EAST MAIN STREET,ROCK HILL,SC,29730,US,(803) 280-9206,,KCLOWARD@PARAGONSITESOLUTIONS.COM,23-JUN-21,8000.0,2020.0,23-JUL-18,SC,4.0,2,8000,2020,1.0
1173404,3164040,US FREIGHT NETWORK INC,,A,N,N,710 FLYWAY CT,GRIDLEY,CA,95948,US,710 FLYWAY CT,GRIDLEY,CA,95948,US,(530) 415-0295,(559) 558-5988,USFREIGHTNETWORK@GMAIL.COM,22-OCT-22,258619.0,2021.0,23-JUL-18,CA,5.0,3,258619,2021,1.0
1173405,3164042,PINK PANTHER LOGISTICS LLC,,C,N,N,825 COUNTY ROAD 3821,SAN ANTONIO,TX,78253,US,825 COUNTY ROAD 3821,SAN ANTONIO,TX,78253-6943,US,(210) 384-1227,,PINK.PANTHER.LOGISTICS@GMAIL.COM,22-AUG-18,,,23-JUL-18,TX,2.0,2,0,0,
1173406,3164043,PERLITA'S TRUCKING DONNA TEXAS LLC,,A,N,N,738 JUANITA ST,DONNA,TX,78537,US,738 JUANITA ST,DONNA,TX,78537-4435,US,(956) 375-3055,,PERLITASTRUCKING@GMAIL.COM,27-JUL-22,60333.0,2021.0,23-JUL-18,TX,1.0,1,60333,2021,1.0
1173407,3164044,HEREDIA TRUCKING INC,,C,N,N,3416 WILLOW PASS RD APT 1,CONCORD,CA,94519-1779,US,3416 WILLOW PASS RD APT 1,CONCORD,CA,94519-1779,US,(925) 864-3264,,EDGAR_HEREDIA@YMAIL.COM,09-APR-21,322851.0,2018.0,23-JUL-18,CA,1.0,1,0,0,
1173408,3164045,MGM LINK LLC,,A,N,N,133 BANNER AVE,ROYSE CITY,TX,75189,US,133 BANNER AVE,ROYSE CITY,TX,75189,US,(214) 245-9511,,MGMLINK20@GMAIL.COM,16-MAR-22,100000.0,2021.0,23-JUL-18,TX,1.0,1,100000,2021,1.0
1173409,3164049,OCEAN STATE TRUCKING INC,,A,N,N,193 MAGNOLIA ST # 1,PROVIDENCE,RI,02909,US,193 MAGNOLIA ST # 1,PROVIDENCE,RI,02909,US,(401) 345-1019,,FRANKGAR73@GMAIL.COM,08-SEP-22,96297.0,2021.0,23-JUL-18,RI,1.0,1,96297,2021,1.0
