,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1084000,3015722,FISHER INC,,A,N,N,28441 HWY 596,RED DEER COUNTY,AB,T4E 0E2,CA,28441 HWY 596,RED DEER COUNTY,AB,T4E 0E2,CA,(403) 340-1100,(403) 340-1107,FISHERINC@HOTMAIL.COM,01-MAR-22,376804.0,2021.0,07-JUN-17,MT,5.0,5,376804,2021,1.0
1084001,3015723,MID-AMERICA ROOFING INC,,A,N,N,4453 HIGHWAY 21,RUSSELLVILLE,AL,35653-7178,US,110 BOLTON ST,SHEFFIELD,AL,35660-1912,US,(256) 383-6336,(256) 383-6334,MIDAMERICAROOFINGINC@GMAIL.COM,15-AUG-22,6663.0,2021.0,07-JUN-17,AL,1.0,1,6663,2021,1.0
1084002,3015724,MARIAN TRANSPORT LLC,,A,N,N,18701 107TH AVE SE,RENTON,WA,98055,US,18701 107TH AVE SE,RENTON,WA,98055,US,(206) 707-3846,,ROMANMARIANGM@GMAIL.COM,18-JAN-22,66357.0,2021.0,07-JUN-17,WA,1.0,1,66357,2021,1.0
1084003,3015725,GREENWOOD LAWN SERVICE INC,,C,N,N,6 FULTON ST,MONTVILLE,NJ,07045-9501,US,6 FULTON ST,MONTVILLE,NJ,07045-9501,US,(973) 335-6650,(973) 335-9671,JASONC@GREENWOODTREEANDLAWN.COM,14-SEP-20,,,07-JUN-17,NJ,5.0,3,0,0,
1084004,3015729,UNCLE MATTYS TREE LANDSCAPE SERVICE INC,,C,N,N,20 RIVER RD,N ARLINGTON,NJ,07031-6102,US,20 RIVER RD,N ARLINGTON,NJ,07031-6102,US,(201) 991-1904,,MSABATO20@GMAIL.COM,14-SEP-21,1.0,2020.0,07-JUN-17,NJ,11.0,4,1,2020,1.0
1084005,301573,KUHNS MOLD & TOOL COMPANY,K & B MOLDED PRODUCTS,A,N,N,9360 NATIONAL RD,BROOKVILLE,OH,45309-9675,US,9360 NATIONAL RD,BROOKVILLE,OH,45309-9675,US,(937) 833-2178,(937) 833-1131,KUHNSMOLD@ATT.NET,13-JAN-21,15000.0,2020.0,14-SEP-87,OH,2.0,1,15000,2020,1.0
1084006,3015731,ALS DISTRIBUTORS INC,,C,N,N,266 VIA SERENA,RANCHO SANTA MARGARITA,CA,92688,US,266 VIA SERENA,RANCHO SANTA MARGARITA,CA,92688,US,(714) 657-0408,,ASUTT33@GMAIL.COM,05-JAN-21,11429.0,2020.0,07-JUN-17,CA,1.0,1,11429,2020,1.0
1084007,3015732,MOBIE HAULING AND REMOVAL LLC,,C,N,N,522 MAPLE AVE  ,CHERRY CREEK,NY,14723-9779,US,522 MAPLE AVE  ,CHERRY CREEK,NY,14723-9779,US,(716) 296-1019,,MOBIEHAULINGANDREMOVAL@GMAIL.COM,07-JUN-17,,,07-JUN-17,NY,1.0,1,0,0,
1084008,3015734,RED HORSES LOGISTICS LLC,,A,N,N,120 S AMERICAS AVE APT 142,EL PASO,TX,79907,US,120 S AMERICAS AVE APT 142,EL PASO,TX,79925,US,(915) 260-1375,,ILSEMARIEL12@GMAIL.COM,01-JUL-21,1.0,2021.0,07-JUN-17,TX,1.0,1,1,2021,1.0
1084009,3015736,BOSTIC CONCRETE SERVICES LLC,,C,N,N,3303 N GRAPEVINE RD,SISFONVILLE,WV,25320,US,3303 N GRAPEVINE RD,SISFONVILLE,WV,25320,US,(304) 437-1529,,BOSTICCONCRETE@YAHOO.COM,13-JUL-21,30000.0,2020.0,07-JUN-17,WV,3.0,2,30000,2020,1.0
1084010,3015737,G & G KING ROAD CORPORATION,,C,N,N,736 NW 22ND AVE  ,MIAMI,FL,33125-3340,US,736 NW 22ND AVE  ,MIAMI,FL,33125-3340,US,(786) 281-3362,(305) 541-3601,ILIAM71@YAHOO.ES,07-JUN-17,,,07-JUN-17,FL,1.0,2,0,0,
1084011,3015739,HALL'S PORTABLE TOILETS LLC,,C,N,N,310 PROVIDENCE RD 310 PROVIDENCE RD  ,FAYETTEVILLE,TN,37334-7022,US,310 PROVIDENCE RD 310 PROVIDENCE RD  ,FAYETTEVILLE,TN,37334-7022,US,(931) 433-4735,,MWHALL2009@GMAIL.COM,07-JUN-17,,,07-JUN-17,TN,4.0,2,0,0,
1084012,3015740,OASIS 1711 AUTO REPAIR LLC,,A,N,N,102 MAIN ST,EAST BRUNSWICK,NJ,08816,US,102 MAIN ST,EAST BRUNSWICK,NJ,08816,US,(732) 967-6318,(732) 234-6828,OASISTOWING15@GMAIL.COM,04-OCT-22,10000.0,2021.0,07-JUN-17,NJ,4.0,4,10000,2021,1.0
