,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
269100,1599450,OLD TOWNE CONSTRUCTION,,C,N,N,8 DELAVAL PLACE,POUGHKEEPSIE,NY,12601-2811,US,8 DELAVAL PLACE,POUGHKEEPSIE,NY,12601-2811,US,(845) 452-7575,(845) 452-8109,TOWNE@NETSTEP.NET,24-JAN-07,10000.0,2006.0,24-JAN-07,NY,2,1,0,0,
269101,1599451,RONALD THOMPSON JR,A-1 AUTO CRUSHERS,C,N,N,8 ANDERSON DR,ALBANY,NY,12205,US,8 ANDERSON DR,ALBANY,NY,12205,US,(518) 438-1114,(518) 438-1537,,24-JAN-07,10000.0,2006.0,24-JAN-07,NY,6,1,0,0,
269102,1599453,REMEDIATION EQUIPMENT & SERVICES LLC,RES,A,N,N,215 NORTH 5TH AVE,ROYERSFORD,PA,19468,US,155 RAILROAD PLAZA,ROYERSFORD,PA,19468,US,(484) 369-5000,(484) 369-2000,GARY.SHERIDAN@REMEDIATIONEQUIP.COM,10-MAY-21,120000.0,2020.0,24-JAN-07,PA,4,5,120000,2020,1.0
269103,1599455,MAJESTIC LAWNS INC,,C,N,N,595 HIGHWAY 110,MENDOTA HEIGHTS,MN,55118,US,595 HIGHWAY 110,MENDOTA HEIGHTS,MN,55118,US,(651) 456-0869,(651) 686-8627,LARRY_MAJESTIC@MSN.COM,06-JUL-11,10000.0,2010.0,24-JAN-07,MN,2,2,0,0,
269104,1599456,EDWARDS LAWN AND LANDSCAPE,,C,N,N,80 ROSECROFT DRIVE,ROCHESTER,NY,14616,US,80 ROSECROFT DRIVE,ROCHESTER,NY,14616,US,(585) 621-4066,,MARCIALEDWARDS80@GMAIL.COM,18-JUN-21,600.0,2021.0,24-JAN-07,NY,1,1,600,2021,1.0
269105,1599457,NAPOLEAN LITTLE,LITTLE'S SERVICE,C,N,N,3413 49TH STREET EAST,TUSCALOOSA,AL,35405,US,3413 49TH STREET EAST,TUSCALOOSA,AL,35405,US,(205) 562-1886,,,24-JAN-07,10000.0,2006.0,24-JAN-07,AL,1,1,0,0,
269106,1599458,INTEGRITY WELL SERVICES LLC,,A,N,N,5215 W ALABAMA,HOBBS,NM,88242,US,P O BOX 3788,HOBBS,NM,88241,US,(575) 397-0212,(575) 887-9799,INTEGRITYWELL@HOTMAIL.COM,06-OCT-21,80000.0,2020.0,24-JAN-07,NM,9,10,80000,2020,1.0
269107,1599460,WINN MARTIN ALBERT,MJ TREE MOVING LLC,C,N,N,14000 MATSON RD,FRAZEE,MN,56544,US,14000 MATSON RD,FRAZEE,MN,56544,US,(218) 846-0832,,,28-DEC-06,10000.0,2006.0,24-JAN-07,MN,1,1,0,0,
269108,1599461,CAPUTO LANDSCAPING INC,,C,N,N,17 GREENWAY SOUTH,WEST HEMPSTEAD,NY,11552,US,17 GREENWAY SOUTH,WEST HEMPSTEAD,NY,11552,US,(516) 538-5922,,,24-JAN-07,,,24-JAN-07,NY,1,1,0,0,
269109,1599464,JBB EQUIPMENT,,C,N,N,8760 SW 21 ST,MIAMI,FL,33165,US,8760 SW 21 ST,MIAMI,FL,33165,US,(305) 485-8888,,BOTANAJ@BELLSOUTH.NET,24-JAN-07,27000.0,2006.0,24-JAN-07,FL,10,2,0,0,
