,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1857400,489785,SKV LIMITED LIABILITY COMPANY,,A,N,N,14895 HWY 387,WRIGHT,WY,82732,US,PO BOX 542,WRIGHT,WY,82732,US,(307) 464-1300,(307) 464-1401,TAYLOR@SKVLLC.COM,09-AUG-21,21541.0,2020.0,06-JUL-92,WY,8.0,3.0,21541,2020,1.0
1857401,489787,MID-SOUTH PLUMBING SUPPLY INC,,A,N,N,2600 EAST HIGHLAND DR,JONESBORO,AR,72401,US,P O  BOX 1930,JONESBORO,AR,72403-1930,US,(870) 932-8329,(870) 932-2071,LAURIE@MIDSOUTHPLUMBINGANDELECTRIC.COM,01-JUL-22,35000.0,2022.0,06-JUL-92,AR,2.0,3.0,35000,2022,1.0
1857402,489788,ROBERT BURGESS,RB TRUCKING,A,N,N,608 N OLD GEORGETOWN RD,LAKE CITY,SC,29560,US,608 N OLD GEORGETOWN RD,LAKE CITY,SC,29560,US,(843) 389-7293,,,31-JUL-22,96656.0,2022.0,06-JUL-92,SC,1.0,1.0,96656,2022,1.0
1857403,489797,FLEMMING TRANSFER COMPANY INC,,C,N,N,2701 11TH AVENUE NORTH,BIRMINGHAM,AL,35234-3201,US,2701 11TH AVENUE NORTH,BIRMINGHAM,AL,35234-3201,US,(205) 252-0800,(205) 252-4835,,11-JUL-03,55000.0,2000.0,06-JUL-92,AL,2.0,2.0,0,0,
1857404,489801,BROWN'S ASHLAND & WRECKER SERVICE,,C,N,N,BOX 182,RUSSELL SPRINGS,KY,42642,US,P O BOX 182,RUSSELL SPRINGS,KY,42642,US,(270) 866-5565,,,06-JUL-12,,,06-JUL-92,KY,4.0,1.0,0,0,
1857405,489803,VERNON MORRIS,MORRIS WRECKER SERVICE,C,N,N,3047 OLD COLUMBIA RD,NANCY,KY,42544,US,3047 OLD COLUMBIA RD,NANCY,KY,42544,US,(606) 871-7642,,,,0.0,,06-JUL-92,KY,,,0,0,
1857406,489807,RB TRANSPORT INC,,A,N,N,2746 AIRPORT ROAD,WALDRON,AR,72958,US,PO BOX 89,WALDRON,AR,72958,US,(479) 637-4230,(479) 637-0729,RBTRANSPORTINC@HOTMAIL.COM,13-MAY-22,1946812.0,2021.0,06-JUL-92,AR,25.0,21.0,1946812,2021,1.0
1857407,489813,H S M W ACQ LLC,HECKERT SHEET METAL WORKS,A,N,N,3016 WYOMING ST,KANSAS CITY,MO,64108,US,905 GRAND BLVD,KANSAS CITY,MO,64106,US,(816) 842-1643,(816) 842-1643,SHOUSECPA@PLANETKC.COM,10-FEB-21,10000.0,2020.0,06-JUL-92,MO,2.0,3.0,10000,2020,1.0
1857408,489823,JUDY CONSTRUCTION COMPANY,,A,N,N,103 SOUTH CHURCH STREET,CYNTHIANA,KY,41031,US,P O BOX 457,CYNTHIANA,KY,41031,US,(859) 234-6900,(859) 234-3480,,19-JAN-22,70000.0,2021.0,06-JUL-92,KY,10.0,10.0,70000,2021,1.0
1857409,489824,MOORE TOOL COMPANY,,C,N,N,800 UNION AVENUE,BRIDGEPORT,CT,06607-0088,US,800 UNION AVENUE,BRIDGEPORT,CT,06607-0088,US,(203) 366-3224,(203) 335-8883,PCAPOZZI@MOORETOOL.COM,19-MAY-10,0.0,,06-JUL-92,CT,1.0,4.0,0,0,
