,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
1678800,380625,RAWSON OPERATIONS INC,,A,N,N,7413 N NOTTAWA RD,FARWELL,MI,48622,US,7413 N NOTTAWA RD,FARWELL,MI,48622,US,(989) 588-2499,,HELEN.RAWSON@YAHOO.COM,01-MAY-22,10000.0,2021.0,02-FEB-90,MI,12.0,6.0,10000,2021,1.0
1678801,3806250,KOSTIC INC,,A,N,N,8919 ODELL AVE   ,MORTON GROVE,IL,60053,US,8919 ODELL AVE   ,MORTON GROVE,IL,60053-1953,US,(847) 510-8243,,KOSTICINC@GMAIL.COM,24-JAN-22,,,24-JAN-22,IL,1.0,1.0,0,0,
1678802,3806251,TL HOLDING COMPANY,AMERICAN FLOORING DISTRIBUTOR,C,N,N,4441 W POLK ST STE 100  ,PHOENIX,AZ,85043-2900,US,4441 W POLK ST STE 100  ,PHOENIX,AZ,85043-2900,US,(602) 314-5031,(602) 865-7842,CTUNG8@YAHOO.COM,24-JAN-22,,,24-JAN-22,AZ,1.0,2.0,0,0,
1678803,3806252,ALLOVER TRANSPORT LLC,,A,N,N,3300 WINTER HAVEN ST #120,LAS VEGAS,NV,89108,US,PO BOX 36031,LAS VEGAS,NV,89128,US,(562) 228-4267,,ALLOVERTRANSPORTLLC@GMAIL.COM,14-OCT-22,300.0,2022.0,24-JAN-22,NV,1.0,1.0,300,2022,1.0
1678804,3806254,ROYAL TEAM LLC,,A,N,N,20390 DODD BLVD UNIT 36  ,LAKEVILLE,MN,55044,US,20390 DODD BLVD UNIT 36  ,LAKEVILLE,MN,55044-5990,US,(786) 918-1719,,ROYALTEAM114@GMAIL.COM,24-JAN-22,,,24-JAN-22,MN,1.0,1.0,0,0,
1678805,3806255,SILK & IVY INC,SILK & IVY,C,N,N,7401 SW 53RD CT,MIAMI,FL,33143-5805,US,7401 SW 53RD CT,MIAMI,FL,33143-5805,US,(786) 546-9993,,CURTCHAV@GMAIL.COM,23-FEB-22,1.0,2022.0,24-JAN-22,FL,0.0,1.0,1,2022,1.0
1678806,3806256,S & S FARM ASSOCIATES LLC,,C,N,N,1741 LONGWOOD RD NW  ,ASH,NC,28420-2224,US,PO BOX 150  ,LONGWOOD,NC,28452-0150,US,(910) 279-3888,(910) 523-8305,STANALANDLEE@GMAIL.COM,24-JAN-22,,,24-JAN-22,NC,1.0,4.0,0,0,
1678807,3806257,EVANNA LOGISTICS INC,,A,N,N,1538 APPLE VALLEY RD   ,BOLINGBROOK,IL,60490,US,1538 APPLE VALLEY RD   ,BOLINGBROOK,IL,60490-1021,US,(773) 440-0705,,RAHULLUTHRA2016@GMAIL.COM,24-JAN-22,,,24-JAN-22,IL,1.0,1.0,0,0,
1678808,3806259,MCR LOGISTICS LLC,,A,N,N,1213 W MOREHEAD ST STE 500 UNIT 129,CHARLOTTE,NC,28208,US,1213 W MOREHEAD ST STE 500 #129,CHARLOTTE,NC,28208,US,(980) 239-2335,,MCRLOGISTICSCO@GMAIL.COM,03-APR-22,,,24-JAN-22,NC,1.0,2.0,0,0,
1678809,3806261,TRUSTY TRANSPORT LLC,,A,N,N,1311 LONGACRE BLVD,YEADON,PA,19050,US,1311 LONGACRE BLVD,YEADON,PA,19050,US,(215) 578-9403,,TRUSTYTRANSPORT22@GMAIL.COM,09-FEB-22,,,24-JAN-22,PA,1.0,1.0,0,0,
1678810,3806262,REGMINE LOGISTICS LLC,,A,N,N,12469 RICHFIELD BLVD,JACKSONVILLE,FL,32218,US,12469 RICHFIELD BLVD,JACKSONVILLE,FL,32218-9019,US,(352) 256-2959,,REGMINELOGISTICS86@GMAIL.COM,26-JAN-22,,,24-JAN-22,FL,2.0,1.0,0,0,
1678811,3806264,CEEBEETRANSPORTCO LLC,,C,N,N,1525 COLEFORD AVE  ,WHITTIER,CA,90601-1302,US,1525 COLEFORD AVE  ,WHITTIER,CA,90601-1302,US,(626) 923-4023,,CEEBEETRANSPORTCO@GMAIL.COM,24-JAN-22,,,24-JAN-22,CA,0.0,1.0,0,0,
1678812,3806265,RCC TRUCKING LLC,,A,N,N,7652 JUSTIN LN   ,INDIANAPOLIS,IN,46219,US,7652 JUSTIN LN   ,INDIANAPOLIS,IN,46219-8502,US,(463) 701-5095,,ROYLAWNS@YAHOO.COM,24-JAN-22,,,24-JAN-22,IN,1.0,1.0,0,0,
1678813,3806266,MANATY TRANSPORT LLC,,A,N,N,1442 CREST CREEK CT   ,CLOVER,SC,29710,US,1442 CREST CREEK CT   ,CLOVER,SC,29710-0800,US,(347) 257-2222,,BRUNILDA1126@GMAIL.COM,24-JAN-22,,,24-JAN-22,SC,1.0,1.0,0,0,
1678814,3806267,RUSH DELIVERIES LLC,,A,N,N,29716 SPRING HILL DR,SOUTHFIELD,MI,48076,US,29716 SPRING HILL DR,SOUTHFIELD,MI,48076-1860,US,(248) 703-7624,,RUSHDELIVERIES@YAHOO.COM,16-AUG-22,,,24-JAN-22,MI,1.0,1.0,0,0,
1678815,3806268,GMJ LOGISTICS LLC,,A,N,N,7233 DECOY LN,FORT WORTH,TX,76120,US,7233 DECOY LN,FORT WORTH,TX,76120-1641,US,(818) 849-9075,,THOMASJERECKI7@GMAIL.COM,04-AUG-22,1.0,2021.0,24-JAN-22,TX,1.0,1.0,1,2021,1.0
