,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
411000,1894659,TYLERS FIREWOOD,,C,N,N,4 LUKEMAN LN,STOCKBRIDGE,MA,01262,US,PO BOX 1127,STOCKBRIDGE,MA,01262,US,(413) 822-4381,,,28-MAY-09,,,28-MAY-09,MA,2,1,0,0,
411001,1894663,GRI TIRES INC,,A,N,N,4036 PERRY BLVD,WHITESTOWN,IN,46075,US,PO BOX 838,ZIONSVILLE,IN,46077,US,(317) 769-2090,(317) 536-3871,JOSIE.MYERS@GRITIRES.COM,24-JAN-22,10000.0,2021.0,28-MAY-09,IN,5,5,10000,2021,1.0
411002,1894665,DODGE CITY COMMUNITY COLLEGE,,A,N,Y,2501 N 14TH AVE,DODGE CITY,KS,67801-2399,US,2501 N 14TH AVE,DODGE CITY,KS,67801-2399,US,(620) 227-9386,,JHEGERT@DC3.EDU,14-JUL-20,60000.0,2019.0,28-MAY-09,KS,9,8,0,0,
411003,1894667,HAPPY HOLLOW TRUCKING LLC,,A,N,N,1616 N LINDEN ST,WAHOO,NE,68066,US,1616 N LINDEN ST,WAHOO,NE,68066,US,(402) 669-7976,,NELSON5288@HOTMAIL.COM,29-JUL-22,18000.0,2021.0,28-MAY-09,NE,1,1,18000,2021,1.0
411004,1894668,ALL COUNTY PAVING & DEV CORP,,C,N,N,12 DEEPROCK ROAD,ROCHESTER,NY,14624,US,12 DEEPROCK ROAD,ROCHESTER,NY,14624,US,(585) 436-8280,(585) 436-8284,,24-APR-13,1.0,2013.0,28-MAY-09,NY,5,5,0,0,
411005,1894669,FOUR SONS FUEL INC,,B,N,N,293 ISLIP BLVD,ISLIP TERRACE,NY,11752,US,293 ISLIP BLVD,ISLIP TERRACE,NY,11752,US,(631) 277-4277,,,28-MAY-09,0.0,,28-MAY-09,NY,1,1,0,0,
411006,1894670,HARDMAN DISTRIBUTION CORPORATION,,A,N,N,2545 IVY STREET EAST,CUMMING,GA,30041,US,2545 IVY STREET EAST,CUMMING,GA,30041,US,(678) 240-0812,(678) 240-0815,MARK@HARDMANDISTRIBUTION.COM,16-AUG-21,125000.0,2021.0,28-MAY-09,GA,3,3,125000,2021,1.0
411007,1894673,CAPRA ENERGY TRANSPORTATION LLC,,A,N,N,10965 SOUTH FOSTER RD,SAN ANTONIO,TX,78223,US,10965 SOUTH FOSTER RD,SAN ANTONIO,TX,78223,US,(210) 391-4891,,CAPRAAYALA@GMAIL.COM,04-AUG-22,787331.0,2021.0,28-MAY-09,TX,8,9,787331,2021,1.0
411008,1894676,S & R CUT RATE LAWN & SNOW REMOVAL,,C,N,N,1532 RICHMAN RD,SMITHS CREEK,MI,48074,US,1532 RICHMAN RD,SMITHS CREEK,MI,48074,US,(810) 602-9384,,,28-MAY-09,,,28-MAY-09,MI,2,1,0,0,
411009,1894678,LORIE CONDON,J & L EXPRESS,A,N,N,3136 190TH ST,DYSART,IA,52224,US,3136 190TH ST,DYSART,IA,52224,US,(319) 433-8858,,LCONDON41@GMAIL.COM,05-JAN-21,227121.0,2019.0,28-MAY-09,IA,2,2,227121,2019,1.0
