,DOT_NUMBER,LEGAL_NAME,DBA_NAME,CARRIER_OPERATION,HM_FLAG,PC_FLAG,PHY_STREET,PHY_CITY,PHY_STATE,PHY_ZIP,PHY_COUNTRY,MAILING_STREET,MAILING_CITY,MAILING_STATE,MAILING_ZIP,MAILING_COUNTRY,TELEPHONE,FAX,EMAIL_ADDRESS,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,ADD_DATE,OIC_STATE,NBR_POWER_UNIT,DRIVER_TOTAL,RECENT_MILEAGE,RECENT_MILEAGE_YEAR,VMT_SOURCE_ID
333200,1733639,K&J DEVENS INC,,C,N,N,545 SALT POINT TURNPIKE,POUGHKEEPSIE,NY,12601,US,545 SALT POINT TURNPIKE,POUGHKEEPSIE,NY,12601,US,(845) 471-9781,,,01-FEB-08,,,01-FEB-08,NY,1,2,0,0,
333201,1733640,JEREMY QUINN,SUNSET HAULERS,C,N,N,663 LITTLE EASTATOEE ROAD,SUNSET,SC,29685,US,663 LITTLE EASTATOEE ROAD,SUNSET,SC,29685,US,(864) 508-1942,,SH01QUINN & G MAIL.COM,15-JUL-10,,,01-FEB-08,SC,1,1,0,0,
333202,1733642,SHILO TRUCKING,,C,N,N,115 BAKER STREET,GLENNVILLE,GA,30427,US,PO BOX 157,GLENNVILLE,GA,30427,US,(912) 654-1314,(912) 654-2127,W.WILSON40@YAHOO.COM,01-FEB-08,,,01-FEB-08,GA,1,1,0,0,
333203,1733643,ELIDE BUILDING CORPORATION,,C,N,N,505 WHITE PLAINS ROAD,EASTCHESTER,NY,10709,US,505 WHITE PLAINS ROAD,EASTCHESTER,NY,10709,US,(914) 961-8875,(914) 961-8939,JOHN@ELIDENY.COM,13-OCT-20,100.0,2019.0,01-FEB-08,NY,1,2,0,0,
333204,1733645,CAHOON BROTHERS LOGGING LLC,,A,N,N,26606 US 264 EAST,PANTEGO,NC,27860,US,6073 FREE UNION CHURCH ROAD,PINETOWN,NC,27865,US,(252) 943-9901,(252) 943-9901,CAHOONBROTHERSLOGGING@GMAIL.COM,23-SEP-22,277195.0,2021.0,01-FEB-08,NC,4,4,277195,2021,1.0
333205,1733646,SAUGERTIES EXTERIORS LLC,,C,N,N,4174 RT 9W - BOX 62,WEST CAMP,NY,12490,US,P O BOX 62,WEST CAMP,NY,12490,US,(845) 246-8961,,,01-FEB-08,,,01-FEB-08,NY,1,1,0,0,
333206,1733647,ALL ABOUT DELIVERY LLC,,C,N,N,777 COLLEGE PARK DR #51,ALBANY,OR,97322,US,777 COLLEGE PARK DR #51,ALBANY,OR,97322,US,(541) 981-2608,(541) 981-2718,NANNYBUG97355@YAHOO.COM,15-MAR-11,36000.0,2010.0,01-FEB-08,OR,1,2,0,0,
333207,1733651,CP & B TRUCKING,,C,N,N,824 W 10TH ST,WASHINGTON,NC,27889,US,824 W 10TH ST,WASHINGTON,NC,27889,US,(252) 975-1991,,,14-DEC-07,,,01-FEB-08,NC,1,1,0,0,
333208,1733652,KAEDON J STEINERT,4 BAR S,C,N,N,17663 E HWY 412,SPRINGDALE,AR,72764,US,17663 E HWY 412,SPRINGDALE,AR,72764,US,(479) 751-3595,(479) 751-6311,SHELDON@COX-INTERNET.COM,01-FEB-08,,,01-FEB-08,AR,1,2,0,0,
333209,1733654,WOJOS GREENHOUSE FARM,,A,N,N,2570 OAKWOOD,ORTONVILLE,MI,48462,US,2570 OAKWOOD,ORTONVILLE,MI,48462,US,(248) 627-6498,(248) 627-5086,TRACI@WOJOS.COM,28-JAN-21,2500.0,2020.0,01-FEB-08,MI,4,2,2500,2020,1.0
333210,1733655,VICTOR VALLEY RECYCLING INC,,C,N,N,17474 CATALPA ST,HESPERIA,CA,92345,US,17474 CATALPA ST,HESPERIA,CA,92345,US,(760) 244-5437,(760) 244-0679,,01-FEB-08,0.0,,01-FEB-08,CA,2,1,0,0,
333211,173366,WIMETT TRUCKING,,C,N,N,6600 WIMETT,MISSOULA,MT,59801,US,BOX 5660,MISSOULA,MT,59806-5660,US,(406) 549-6401,,OUIMET2@GMAIL.COM,02-MAY-19,478532.0,2018.0,01-JUN-74,MT,8,6,0,0,
